"","Time","strain","OD600","trial","mean_OD600","sem_OD600"
"3510",21.75,"Pa14_62830",4.102,"trial_2",4.043,0.0317568890164008
"3511",21.75,"Pa14_17250",3.718,"trial_2",3.97625,0.146408318866563
"3512",21.75,"Pa14_20440",3.639,"trial_2",3.946,0.258906353726594
"3513",21.75,"Pa14_68350",3.33,"trial_2",3.536,0.0943071223892095
"3514",21.75,"Pa14_72840",3.702,"trial_2",4.012,0.132406570833928
"3515",21.75,"Pa14",3.859,"trial_2",4.157,0.15605394366479
"3516",22,"Pa14_51430",5.066,"trial_2",4.8255,0.182868577581461
"3517",22,"Pa14_16930",2.58,"trial_2",3.41825,0.374357755585037
"3518",22,"Pa14_09810",5.173,"trial_2",4.376,0.555110349390101
"3519",22,"Pa14_64590",3.644,"trial_2",3.53325,0.322729859944815
"3520",22,"Pa14_05300",2.777,"trial_2",3.1215,0.161878812696412
"3521",22,"Pa14_18520",3.973,"trial_2",4.1625,0.0817215801772499
"3522",22,"Pa14_01960",3.102,"trial_2",3.34675,0.0983152878922364
"3523",22,"Pa14_09480",3.221,"trial_2",3.9785,0.314999074072713
"3524",22,"Pa14_19120",3.367,"trial_2",3.79575,0.184500846881525
"3525",22,"Pa14_48650",3.58,"trial_2",3.7095,0.1147900256991
"3526",22,"Pa14_58770",3.886,"trial_2",4.2225,0.135539354678509
"3527",22,"Pa14_06570",4.053,"trial_2",4.2075,0.22000776501448
"3528",22,"Pa14_32750",3.678,"trial_2",3.9015,0.182055623368244
"3529",22,"Pa14_62830",4.086,"trial_2",4.03625,0.0299454364915035
"3530",22,"Pa14_17250",3.711,"trial_2",3.95725,0.14097303229105
"3531",22,"Pa14_20440",3.619,"trial_2",3.93075,0.264118147489591
"3532",22,"Pa14_68350",3.292,"trial_2",3.49625,0.092998543895411
"3533",22,"Pa14_72840",3.687,"trial_2",3.99375,0.132016018598754
"3534",22,"Pa14",3.833,"trial_2",4.1315,0.157652835897952
"3535",22.25,"Pa14_51430",5.05,"trial_2",4.8025,0.185632477402707
"3536",22.25,"Pa14_16930",2.58,"trial_2",3.41175,0.370233344212358
"3537",22.25,"Pa14_09810",5.122,"trial_2",4.349,0.556947484059314
"3538",22.25,"Pa14_64590",3.707,"trial_2",3.557,0.34765020734449
"3539",22.25,"Pa14_05300",2.758,"trial_2",3.1015,0.160463131798761
"3540",22.25,"Pa14_18520",3.96,"trial_2",4.14925,0.0810137591194649
"3541",22.25,"Pa14_01960",3.081,"trial_2",3.325,0.0984547273285206
"3542",22.25,"Pa14_09480",3.2,"trial_2",3.95425,0.312573291405392
"3543",22.25,"Pa14_19120",3.35,"trial_2",3.7805,0.182708556632323
"3544",22.25,"Pa14_48650",3.562,"trial_2",3.69,0.114965936984251
"3545",22.25,"Pa14_58770",3.861,"trial_2",4.1995,0.134901507280929
"3546",22.25,"Pa14_06570",4.033,"trial_2",4.18975,0.221551865635717
"3547",22.25,"Pa14_32750",3.649,"trial_2",3.8755,0.180583544839132
"3548",22.25,"Pa14_62830",4.033,"trial_2",4.02525,0.0260588276789267
"3549",22.25,"Pa14_17250",3.692,"trial_2",3.936,0.139494324854693
"3550",22.25,"Pa14_20440",3.601,"trial_2",3.90925,0.260472127427613
"3551",22.25,"Pa14_68350",3.266,"trial_2",3.4615,0.0920366774715385
"3552",22.25,"Pa14_72840",3.671,"trial_2",3.97,0.130917913212822
"3553",22.25,"Pa14",3.807,"trial_2",4.10825,0.15787937114561
"3554",22.5,"Pa14_51430",5.049,"trial_2",4.78375,0.193714297785854
"3555",22.5,"Pa14_16930",2.592,"trial_2",3.4115,0.365692607709444
"3556",22.5,"Pa14_09810",5.131,"trial_2",4.34,0.559530011110515
"3557",22.5,"Pa14_64590",3.77,"trial_2",3.58575,0.380227645628247
"3558",22.5,"Pa14_05300",2.738,"trial_2",3.0805,0.160296860023312
"3559",22.5,"Pa14_18520",3.946,"trial_2",4.12525,0.07951244661477
"3560",22.5,"Pa14_01960",3.058,"trial_2",3.30375,0.0990011574006419
"3561",22.5,"Pa14_09480",3.175,"trial_2",3.92775,0.313551796624843
"3562",22.5,"Pa14_19120",3.338,"trial_2",3.76425,0.181996508666146
"3563",22.5,"Pa14_48650",3.547,"trial_2",3.673,0.114739560164168
"3564",22.5,"Pa14_58770",3.841,"trial_2",4.1765,0.135589146566629
"3565",22.5,"Pa14_06570",4.013,"trial_2",4.1685,0.222995702499697
"3566",22.5,"Pa14_32750",3.625,"trial_2",3.853,0.184246212082275
"3567",22.5,"Pa14_62830",4.03,"trial_2",4.0185,0.0265251453027752
"3568",22.5,"Pa14_17250",3.681,"trial_2",3.91625,0.137935597895056
"3569",22.5,"Pa14_20440",3.583,"trial_2",3.89075,0.261827670742927
"3570",22.5,"Pa14_68350",3.241,"trial_2",3.42425,0.0880533692332857
"3571",22.5,"Pa14_72840",3.652,"trial_2",3.952,0.131907164324005
"3572",22.5,"Pa14",3.777,"trial_2",4.084,0.159940092951496
"3573",22.75,"Pa14_51430",5.005,"trial_2",4.74825,0.195571544879787
"3574",22.75,"Pa14_16930",2.614,"trial_2",3.41075,0.362379491463484
"3575",22.75,"Pa14_09810",5.148,"trial_2",4.33275,0.569162597594044
"3576",22.75,"Pa14_64590",3.844,"trial_2",3.605,0.400839327744505
"3577",22.75,"Pa14_05300",2.719,"trial_2",3.0615,0.159614379051513
"3578",22.75,"Pa14_18520",3.927,"trial_2",4.105,0.0784038689521549
"3579",22.75,"Pa14_01960",3.036,"trial_2",3.28,0.0984547273285205
"3580",22.75,"Pa14_09480",3.15,"trial_2",3.902,0.313174073000943
"3581",22.75,"Pa14_19120",3.32,"trial_2",3.746,0.179919889580521
"3582",22.75,"Pa14_48650",3.533,"trial_2",3.65475,0.113016499532885
"3583",22.75,"Pa14_58770",3.809,"trial_2",4.14975,0.136948515265166
"3584",22.75,"Pa14_06570",3.993,"trial_2",4.15075,0.221764279885949
"3585",22.75,"Pa14_32750",3.594,"trial_2",3.8335,0.18684507842952
"3586",22.75,"Pa14_62830",4.028,"trial_2",4.015,0.0311849322590254
"3587",22.75,"Pa14_17250",3.656,"trial_2",3.8945,0.137378734404808
"3588",22.75,"Pa14_20440",3.564,"trial_2",3.87025,0.259634478642572
"3589",22.75,"Pa14_68350",3.201,"trial_2",3.383,0.0862940708662343
"3590",22.75,"Pa14_72840",3.632,"trial_2",3.92475,0.128976338269209
"3591",22.75,"Pa14",3.752,"trial_2",4.056,0.15913306800704
"3592",23,"Pa14_51430",4.973,"trial_2",4.7215,0.198441217156786
"3593",23,"Pa14_16930",2.608,"trial_2",3.402,0.361066937469125
"3594",23,"Pa14_09810",5.173,"trial_2",4.32825,0.574831188987979
"3595",23,"Pa14_64590",3.923,"trial_2",3.6205,0.41915917819686
"3596",23,"Pa14_05300",2.701,"trial_2",3.045,0.160206117236515
"3597",23,"Pa14_18520",3.917,"trial_2",4.08925,0.076017952923416
"3598",23,"Pa14_01960",3.015,"trial_2",3.26075,0.0997383034078014
"3599",23,"Pa14_09480",3.129,"trial_2",3.8785,0.311296348624051
"3600",23,"Pa14_19120",3.311,"trial_2",3.73625,0.178369641942419
"3601",23,"Pa14_48650",3.519,"trial_2",3.63925,0.113374287943372
"3602",23,"Pa14_58770",3.797,"trial_2",4.1345,0.135375096183407
"3603",23,"Pa14_06570",3.982,"trial_2",4.13175,0.220958659406385
"3604",23,"Pa14_32750",3.569,"trial_2",3.8135,0.188167257158802
"3605",23,"Pa14_62830",4.002,"trial_2",4.007,0.0310134379476596
"3606",23,"Pa14_17250",3.642,"trial_2",3.87975,0.134783391039104
"3607",23,"Pa14_20440",3.555,"trial_2",3.84675,0.256402474962054
"3608",23,"Pa14_68350",3.182,"trial_2",3.3475,0.0824717123220643
"3609",23,"Pa14_72840",3.614,"trial_2",3.91,0.129868523258461
"3610",23,"Pa14",3.734,"trial_2",4.035,0.158540741346402
"3611",23.25,"Pa14_51430",4.935,"trial_2",4.70425,0.193829123628692
"3612",23.25,"Pa14_16930",2.604,"trial_2",3.40075,0.358396748264639
"3613",23.25,"Pa14_09810",5.154,"trial_2",4.31725,0.573599653504079
"3614",23.25,"Pa14_64590",4.027,"trial_2",3.64475,0.43920142968043
"3615",23.25,"Pa14_05300",2.684,"trial_2",3.02475,0.157793311539706
"3616",23.25,"Pa14_18520",3.89,"trial_2",4.0695,0.0799796849206097
"3617",23.25,"Pa14_01960",2.997,"trial_2",3.23925,0.0969315695048144
"3618",23.25,"Pa14_09480",3.106,"trial_2",3.855,0.310079828431325
"3619",23.25,"Pa14_19120",3.297,"trial_2",3.7185,0.177242066112986
"3620",23.25,"Pa14_48650",3.502,"trial_2",3.622,0.115291659137453
"3621",23.25,"Pa14_58770",3.766,"trial_2",4.1075,0.137621764267139
"3622",23.25,"Pa14_06570",3.958,"trial_2",4.118,0.223631765781757
"3623",23.25,"Pa14_32750",3.535,"trial_2",3.7825,0.18745732847771
"3624",23.25,"Pa14_62830",3.993,"trial_2",4.00525,0.0279325825276981
"3625",23.25,"Pa14_17250",3.625,"trial_2",3.861,0.134425320035575
"3626",23.25,"Pa14_20440",3.535,"trial_2",3.825,0.253152128175925
"3627",23.25,"Pa14_68350",3.135,"trial_2",3.307,0.0833216658498857
"3628",23.25,"Pa14_72840",3.595,"trial_2",3.88575,0.130699002164005
"3629",23.25,"Pa14",3.71,"trial_2",4.01525,0.160612045521706
"3630",23.5,"Pa14_51430",4.924,"trial_2",4.67075,0.206914384468553
"3631",23.5,"Pa14_16930",2.612,"trial_2",3.39775,0.35770061387516
"3632",23.5,"Pa14_09810",5.131,"trial_2",4.3085,0.575208585355492
"3633",23.5,"Pa14_64590",4.128,"trial_2",3.6675,0.460966828163011
"3634",23.5,"Pa14_05300",2.665,"trial_2",3.00775,0.158831868653617
"3635",23.5,"Pa14_18520",3.883,"trial_2",4.04925,0.076085888967666
"3636",23.5,"Pa14_01960",2.975,"trial_2",3.2185,0.0986454087460064
"3637",23.5,"Pa14_09480",3.084,"trial_2",3.83125,0.308931593021281
"3638",23.5,"Pa14_19120",3.286,"trial_2",3.70325,0.176045152825442
"3639",23.5,"Pa14_48650",3.487,"trial_2",3.6045,0.11514157951554
"3640",23.5,"Pa14_58770",3.749,"trial_2",4.085,0.13721941067745
"3641",23.5,"Pa14_06570",3.94,"trial_2",4.09525,0.223566684682669
"3642",23.5,"Pa14_32750",3.513,"trial_2",3.77625,0.192305041968916
"3643",23.5,"Pa14_62830",3.968,"trial_2",3.9855,0.0345964834436489
"3644",23.5,"Pa14_17250",3.615,"trial_2",3.8465,0.132459742311894
"3645",23.5,"Pa14_20440",3.516,"trial_2",3.80725,0.251537729111691
"3646",23.5,"Pa14_68350",3.094,"trial_2",3.27025,0.0842302152832739
"3647",23.5,"Pa14_72840",3.556,"trial_2",3.85875,0.133453721691579
"3648",23.5,"Pa14",3.686,"trial_2",3.9895,0.161057701875239
"3649",23.75,"Pa14_51430",4.88,"trial_2",4.653,0.195659994207639
"3650",23.75,"Pa14_16930",2.606,"trial_2",3.393,0.35651157063972
"3651",23.75,"Pa14_09810",5.117,"trial_2",4.305,0.572426560063967
"3652",23.75,"Pa14_64590",4.229,"trial_2",3.68525,0.477095618473558
"3653",23.75,"Pa14_05300",2.644,"trial_2",2.9895,0.158336403479006
"3654",23.75,"Pa14_18520",3.861,"trial_2",4.0345,0.0777072497690316
"3655",23.75,"Pa14_01960",2.954,"trial_2",3.19875,0.0995626896315415
"3656",23.75,"Pa14_09480",3.062,"trial_2",3.80975,0.307223418974965
"3657",23.75,"Pa14_19120",3.272,"trial_2",3.691,0.17390275060121
"3658",23.75,"Pa14_48650",3.465,"trial_2",3.587,0.11541591455832
"3659",23.75,"Pa14_58770",3.717,"trial_2",4.06525,0.139709445516997
"3660",23.75,"Pa14_06570",3.919,"trial_2",4.07825,0.22441641911114
"3661",23.75,"Pa14_32750",3.479,"trial_2",3.74725,0.188586573841653
"3662",23.75,"Pa14_62830",3.951,"trial_2",3.97375,0.0367636029246319
"3663",23.75,"Pa14_17250",3.599,"trial_2",3.8285,0.130248800378353
"3664",23.75,"Pa14_20440",3.486,"trial_2",3.785,0.251976520070158
"3665",23.75,"Pa14_68350",3.071,"trial_2",3.24025,0.0838226053440637
"3666",23.75,"Pa14_72840",3.538,"trial_2",3.839,0.134997530841617
"3667",23.75,"Pa14",3.659,"trial_2",3.9655,0.162290634357008
"3668",24,"Pa14_51430",4.846,"trial_2",4.62725,0.194271019883735
"3669",24,"Pa14_16930",2.625,"trial_2",3.39,0.347337252057228
"3670",24,"Pa14_09810",5.105,"trial_2",4.312,0.57174775906863
"3671",24,"Pa14_64590",4.321,"trial_2",3.69675,0.491211491281166
"3672",24,"Pa14_05300",2.632,"trial_2",2.9725,0.15752380772442
"3673",24,"Pa14_18520",3.851,"trial_2",4.01875,0.0785550496997701
"3674",24,"Pa14_01960",2.932,"trial_2",3.17825,0.0995877962737737
"3675",24,"Pa14_09480",3.044,"trial_2",3.78175,0.304445500048859
"3676",24,"Pa14_19120",3.261,"trial_2",3.67325,0.1736540502455
"3677",24,"Pa14_48650",3.457,"trial_2",3.57325,0.116330259032922
"3678",24,"Pa14_58770",3.702,"trial_2",4.044,0.139821910538609
"3679",24,"Pa14_06570",3.902,"trial_2",4.06475,0.224325052472225
"3680",24,"Pa14_32750",3.455,"trial_2",3.72775,0.188586573841653
"3681",24,"Pa14_62830",3.942,"trial_2",3.967,0.0379868398264452
"3682",24,"Pa14_17250",3.583,"trial_2",3.81425,0.128907832060999
"3683",24,"Pa14_20440",3.466,"trial_2",3.76675,0.254865119556731
"3684",24,"Pa14_68350",3.052,"trial_2",3.20525,0.0793508821627082
"3685",24,"Pa14_72840",3.516,"trial_2",3.81825,0.135938328541536
"3686",24,"Pa14",3.634,"trial_2",3.9445,0.163323043893587
"3687",0,"Pa14_51430",0.008,"trial_3",0.0035,0.00611691643450086
"3688",0,"Pa14_16930",0.05,"trial_3",0.02525,0.0128281916106675
"3689",0,"Pa14_09810",0.009,"trial_3",0.019,0.00860232526704263
"3690",0,"Pa14_64590",0.01,"trial_3",0.00725,0.00525
"3691",0,"Pa14_05300",0.01,"trial_3",0.015,0.00633771778061052
"3692",0,"Pa14_18520",0.005,"trial_3",0.0075,0.00718215380880508
"3693",0,"Pa14_01960",0.001,"trial_3",0.0045,0.00455521678957215
"3694",0,"Pa14_09480",0.006,"trial_3",0.018,0.00863133825081603
"3695",0,"Pa14_19120",0.006,"trial_3",0.01,0.00809320702811932
"3696",0,"Pa14_48650",0.005,"trial_3",0.01225,0.00679920338471108
"3697",0,"Pa14_58770",0.007,"trial_3",0.006,0.00279880927062444
"3698",0,"Pa14_06570",0.01,"trial_3",0.00725,0.00495605690039975
"3699",0,"Pa14_32750",0.007,"trial_3",0.005,0.00577350269189626
"3700",0,"Pa14_62830",0.01,"trial_3",0.01325,0.00268871096748361
"3701",0,"Pa14_17250",0.007,"trial_3",0.00675,0.00447911821679223
"3702",0,"Pa14_20440",0.016,"trial_3",0.00675,0.00488833645868749
"3703",0,"Pa14_68350",0.006,"trial_3",0.0115,0.00607590871118606
"3704",0,"Pa14_72840",0.006,"trial_3",0.01675,0.00498957245997423
"3705",0,"Pa14",0.009,"trial_3",0.0075,0.0075773786144462
"3706",0.25,"Pa14_51430",0.006,"trial_3",0.0025,0.00646142399166004
"3707",0.25,"Pa14_16930",0.046,"trial_3",0.023,0.0126688594593199
"3708",0.25,"Pa14_09810",0.008,"trial_3",0.01775,0.00852813969554127
"3709",0.25,"Pa14_64590",0.01,"trial_3",0.0065,0.00523609269080167
"3710",0.25,"Pa14_05300",0.008,"trial_3",0.01475,0.00705189099934668
"3711",0.25,"Pa14_18520",0.003,"trial_3",0.00675,0.00785679111766799
"3712",0.25,"Pa14_01960",0.001,"trial_3",0.004,0.00474341649025257
"3713",0.25,"Pa14_09480",0.006,"trial_3",0.01875,0.0100363921140351
"3714",0.25,"Pa14_19120",0.003,"trial_3",0.00775,0.00891978138745564
"3715",0.25,"Pa14_48650",0.005,"trial_3",0.013,0.00669576980886689
"3716",0.25,"Pa14_58770",0.006,"trial_3",0.0055,0.00272335577306137
"3717",0.25,"Pa14_06570",0.009,"trial_3",0.00825,0.00534438958160799
"3718",0.25,"Pa14_32750",0.005,"trial_3",0.00525,0.00635577165522278
"3719",0.25,"Pa14_62830",0.008,"trial_3",0.012,0.00302765035409749
"3720",0.25,"Pa14_17250",0.006,"trial_3",0.006,0.00432049379893857
"3721",0.25,"Pa14_20440",0.016,"trial_3",0.006,0.00456435464587638
"3722",0.25,"Pa14_68350",0.005,"trial_3",0.01025,0.00652399417534994
"3723",0.25,"Pa14_72840",0.003,"trial_3",0.01525,0.00512144185426982
"3724",0.25,"Pa14",0.008,"trial_3",0.00625,0.00737535309889183
"3725",0.5,"Pa14_51430",0.008,"trial_3",-0.000249999999999999,0.00545244593431853
"3726",0.5,"Pa14_16930",0.047,"trial_3",0.01975,0.0127826379645726
"3727",0.5,"Pa14_09810",0.008,"trial_3",0.01625,0.00784617741323761
"3728",0.5,"Pa14_64590",0.012,"trial_3",0.006,0.00470814896394185
"3729",0.5,"Pa14_05300",0.008,"trial_3",0.00925,0.00426956281914983
"3730",0.5,"Pa14_18520",0.004,"trial_3",0.004,0.00601387285088957
"3731",0.5,"Pa14_01960",0,"trial_3",0.00075,0.00426956281914983
"3732",0.5,"Pa14_09480",0.006,"trial_3",0.0165,0.00907836255426421
"3733",0.5,"Pa14_19120",0.004,"trial_3",0.0045,0.00733143914930759
"3734",0.5,"Pa14_48650",0.005,"trial_3",0.01425,0.00728440114216673
"3735",0.5,"Pa14_58770",0.006,"trial_3",0.0045,0.00272335577306137
"3736",0.5,"Pa14_06570",0.008,"trial_3",0.00675,0.00508879488025734
"3737",0.5,"Pa14_32750",0.004,"trial_3",0.00475,0.00601906692658145
"3738",0.5,"Pa14_62830",0.008,"trial_3",0.00975,0.00165201896679992
"3739",0.5,"Pa14_17250",0.005,"trial_3",0.00225,0.0039024564913227
"3740",0.5,"Pa14_20440",0.008,"trial_3",0.00175,0.00335099487714718
"3741",0.5,"Pa14_68350",0.005,"trial_3",0.00775,0.00599131315600623
"3742",0.5,"Pa14_72840",0.006,"trial_3",0.0195,0.00560505724026675
"3743",0.5,"Pa14",0.008,"trial_3",0.00675,0.00736404553670513
"3744",0.75,"Pa14_51430",0.008,"trial_3",-0.00325,0.00529740502510427
"3745",0.75,"Pa14_16930",0.053,"trial_3",0.0195,0.0140860451038134
"3746",0.75,"Pa14_09810",0.009,"trial_3",0.01625,0.00779289206050402
"3747",0.75,"Pa14_64590",0.014,"trial_3",0.005,0.00441588043316392
"3748",0.75,"Pa14_05300",0.009,"trial_3",0.00575,0.00286865241300975
"3749",0.75,"Pa14_18520",0.006,"trial_3",0.00325,0.00481966458030708
"3750",0.75,"Pa14_01960",0,"trial_3",0.00275,0.0051861192941672
"3751",0.75,"Pa14_09480",0.005,"trial_3",0.0165,0.00946484724300046
"3752",0.75,"Pa14_19120",0.004,"trial_3",0.0015,0.00592311854797229
"3753",0.75,"Pa14_48650",0.011,"trial_3",0.018,0.00639009650422694
"3754",0.75,"Pa14_58770",0.009,"trial_3",0.0085,0.00409267638593622
"3755",0.75,"Pa14_06570",0.007,"trial_3",0.00625,0.00471478171993854
"3756",0.75,"Pa14_32750",0.005,"trial_3",-0.0025,0.00473462423711393
"3757",0.75,"Pa14_62830",0.008,"trial_3",0.0125,0.0029011491975882
"3758",0.75,"Pa14_17250",0.005,"trial_3",0.005,0.00432049379893857
"3759",0.75,"Pa14_20440",0.006,"trial_3",0.00225,0.00377215676591876
"3760",0.75,"Pa14_68350",0.005,"trial_3",0.00625,0.00515388203202208
"3761",0.75,"Pa14_72840",0.011,"trial_3",0.0235,0.00630476010645925
"3762",0.75,"Pa14",0.012,"trial_3",0.00975,0.00719229912244108
"3763",1,"Pa14_51430",0.011,"trial_3",-0.00175,0.00534438958160799
"3764",1,"Pa14_16930",0.062,"trial_3",0.0215,0.0156764154065909
"3765",1,"Pa14_09810",0.013,"trial_3",0.01875,0.00663795902367588
"3766",1,"Pa14_64590",0.017,"trial_3",0.00675,0.00430842198490352
"3767",1,"Pa14_05300",0.011,"trial_3",0.0065,0.00272335577306137
"3768",1,"Pa14_18520",0.009,"trial_3",0.0085,0.00556027577253743
"3769",1,"Pa14_01960",0.002,"trial_3",0.00475,0.00480234317807464
"3770",1,"Pa14_09480",0.006,"trial_3",0.0175,0.00921502396451939
"3771",1,"Pa14_19120",0.007,"trial_3",0.0025,0.00619811799392902
"3772",1,"Pa14_48650",0.015,"trial_3",0.02,0.00575905084772367
"3773",1,"Pa14_58770",0.011,"trial_3",0.0095,0.003523729085311
"3774",1,"Pa14_06570",0.008,"trial_3",0.0075,0.00409267638593622
"3775",1,"Pa14_32750",0.007,"trial_3",-0.002,0.00525991127935317
"3776",1,"Pa14_62830",0.011,"trial_3",0.0155,0.00232737334062816
"3777",1,"Pa14_17250",0.006,"trial_3",0.00825,0.00375
"3778",1,"Pa14_20440",0.01,"trial_3",0.004,0.00348807492274272
"3779",1,"Pa14_68350",0.007,"trial_3",0.00725,0.00411045415171284
"3780",1,"Pa14_72840",0.014,"trial_3",0.026,0.0075608641481425
"3781",1,"Pa14",0.016,"trial_3",0.0115,0.00710046946804693
"3782",1.25,"Pa14_51430",0.015,"trial_3",0.000749999999999999,0.005528336096874
"3783",1.25,"Pa14_16930",0.071,"trial_3",0.02475,0.0173703530956244
"3784",1.25,"Pa14_09810",0.017,"trial_3",0.02325,0.00608789783094296
"3785",1.25,"Pa14_64590",0.021,"trial_3",0.01,0.00430116263352131
"3786",1.25,"Pa14_05300",0.013,"trial_3",0.0105,0.00375277674973257
"3787",1.25,"Pa14_18520",0.013,"trial_3",0.0125,0.00539289656245448
"3788",1.25,"Pa14_01960",0.005,"trial_3",0.00775,0.00457119605063416
"3789",1.25,"Pa14_09480",0.007,"trial_3",0.01925,0.00802470144823677
"3790",1.25,"Pa14_19120",0.01,"trial_3",0.005,0.00578791845139511
"3791",1.25,"Pa14_48650",0.018,"trial_3",0.0215,0.00563471383479232
"3792",1.25,"Pa14_58770",0.013,"trial_3",0.01075,0.00356779577143461
"3793",1.25,"Pa14_06570",0.01,"trial_3",0.00925,0.00415080313513742
"3794",1.25,"Pa14_32750",0.011,"trial_3",0.001,0.00535412613473634
"3795",1.25,"Pa14_62830",0.014,"trial_3",0.0185,0.00170782512765993
"3796",1.25,"Pa14_17250",0.008,"trial_3",0.01,0.00374165738677394
"3797",1.25,"Pa14_20440",0.02,"trial_3",0.00875,0.00543714079273289
"3798",1.25,"Pa14_68350",0.01,"trial_3",0.01025,0.00356779577143461
"3799",1.25,"Pa14_72840",0.018,"trial_3",0.028,0.00743863786814047
"3800",1.25,"Pa14",0.018,"trial_3",0.0125,0.00678847061813877
"3801",1.5,"Pa14_51430",0.019,"trial_3",0.004,0.00561248608016091
"3802",1.5,"Pa14_16930",0.083,"trial_3",0.02925,0.0195592049940687
"3803",1.5,"Pa14_09810",0.021,"trial_3",0.028,0.00581664278887172
"3804",1.5,"Pa14_64590",0.025,"trial_3",0.01475,0.00375
"3805",1.5,"Pa14_05300",0.016,"trial_3",0.01475,0.00381608438061844
"3806",1.5,"Pa14_18520",0.018,"trial_3",0.0175,0.00510718448201485
"3807",1.5,"Pa14_01960",0.009,"trial_3",0.01175,0.00458938993767145
"3808",1.5,"Pa14_09480",0.007,"trial_3",0.022,0.00729154761807579
"3809",1.5,"Pa14_19120",0.015,"trial_3",0.00875,0.0058647961033043
"3810",1.5,"Pa14_48650",0.021,"trial_3",0.02425,0.00521815740148442
"3811",1.5,"Pa14_58770",0.014,"trial_3",0.013,0.00291547594742265
"3812",1.5,"Pa14_06570",0.012,"trial_3",0.01125,0.00335099487714718
"3813",1.5,"Pa14_32750",0.016,"trial_3",0.00525,0.00539096466321196
"3814",1.5,"Pa14_62830",0.016,"trial_3",0.0215,0.00202072594216369
"3815",1.5,"Pa14_17250",0.01,"trial_3",0.01125,0.00372771154105751
"3816",1.5,"Pa14_20440",0.022,"trial_3",0.012,0.00504975246918104
"3817",1.5,"Pa14_68350",0.013,"trial_3",0.01425,0.00265753645318366
"3818",1.5,"Pa14_72840",0.024,"trial_3",0.03175,0.00820949653348689
"3819",1.5,"Pa14",0.022,"trial_3",0.0145,0.0068129778119899
"3820",1.75,"Pa14_51430",0.026,"trial_3",0.00925,0.00620987117418711
"3821",1.75,"Pa14_16930",0.099,"trial_3",0.036,0.0222523407008491
"3822",1.75,"Pa14_09810",0.028,"trial_3",0.0355,0.00466368952654441
"3823",1.75,"Pa14_64590",0.032,"trial_3",0.0205,0.00392640632979658
"3824",1.75,"Pa14_05300",0.019,"trial_3",0.01875,0.00306526235962492
"3825",1.75,"Pa14_18520",0.023,"trial_3",0.024,0.00456435464587638
"3826",1.75,"Pa14_01960",0.013,"trial_3",0.019,0.006
"3827",1.75,"Pa14_09480",0.008,"trial_3",0.02775,0.00826009483399959
"3828",1.75,"Pa14_19120",0.02,"trial_3",0.01325,0.00618297393384985
"3829",1.75,"Pa14_48650",0.024,"trial_3",0.027,0.00441588043316392
"3830",1.75,"Pa14_58770",0.017,"trial_3",0.01575,0.00235849528301415
"3831",1.75,"Pa14_06570",0.016,"trial_3",0.01525,0.00188745860881769
"3832",1.75,"Pa14_32750",0.018,"trial_3",0.0085,0.00523609269080167
"3833",1.75,"Pa14_62830",0.016,"trial_3",0.02425,0.00375
"3834",1.75,"Pa14_17250",0.013,"trial_3",0.015,0.00374165738677394
"3835",1.75,"Pa14_20440",0.025,"trial_3",0.01575,0.00498957245997423
"3836",1.75,"Pa14_68350",0.016,"trial_3",0.0195,0.00217944947177034
"3837",1.75,"Pa14_72840",0.027,"trial_3",0.0365,0.0102996763703203
"3838",1.75,"Pa14",0.025,"trial_3",0.0165,0.00622494979899437
"3839",2,"Pa14_51430",0.04,"trial_3",0.02,0.00922857879993809
"3840",2,"Pa14_16930",0.131,"trial_3",0.047,0.0288905982400273
"3841",2,"Pa14_09810",0.04,"trial_3",0.056,0.011202678251204
"3842",2,"Pa14_64590",0.042,"trial_3",0.02975,0.00447911821679223
"3843",2,"Pa14_05300",0.027,"trial_3",0.0245,0.00405174859371441
"3844",2,"Pa14_18520",0.029,"trial_3",0.03225,0.00402854398842394
"3845",2,"Pa14_01960",0.018,"trial_3",0.027,0.00944281031614353
"3846",2,"Pa14_09480",0.008,"trial_3",0.03725,0.0140081821328346
"3847",2,"Pa14_19120",0.029,"trial_3",0.01925,0.00672526331578673
"3848",2,"Pa14_48650",0.031,"trial_3",0.03225,0.00314576434802948
"3849",2,"Pa14_58770",0.021,"trial_3",0.02075,0.00131497781983829
"3850",2,"Pa14_06570",0.02,"trial_3",0.01975,0.00125
"3851",2,"Pa14_32750",0.028,"trial_3",0.01625,0.00597738794680977
"3852",2,"Pa14_62830",0.017,"trial_3",0.0275,0.00533072853057316
"3853",2,"Pa14_17250",0.017,"trial_3",0.02,0.00443471156521669
"3854",2,"Pa14_20440",0.029,"trial_3",0.02125,0.005359959576962
"3855",2,"Pa14_68350",0.023,"trial_3",0.02675,0.00319830684373258
"3856",2,"Pa14_72840",0.031,"trial_3",0.042,0.0122133806403742
"3857",2,"Pa14",0.03,"trial_3",0.019,0.00667083203206317
"3858",2.25,"Pa14_51430",0.066,"trial_3",0.03475,0.0157447081056885
"3859",2.25,"Pa14_16930",0.238,"trial_3",0.0785,0.053563824857205
"3860",2.25,"Pa14_09810",0.059,"trial_3",0.07275,0.0173607555519146
"3861",2.25,"Pa14_64590",0.054,"trial_3",0.04125,0.00665050123424293
"3862",2.25,"Pa14_05300",0.04,"trial_3",0.0345,0.00775134396948899
