"","Time","strain","OD600","expt","trial","sugar","mean_OD600","sem_OD600"
"526",8.5,"JV3_NAG",0.585,"Mouse_Pa","trial_2","nag",0.606333333333333,0.0536107369013998
"527",8.5,"JV4_NAG",0.367,"Mouse_Pa","trial_2","nag",0.296666666666667,0.043895076919602
"528",8.5,"JV5_NAG",0.282,"Mouse_Pa","trial_2","nag",0.312,0.0153948043183407
"529",8.75,"JV1_NAG",1.977,"Mouse_Pa","trial_2","nag",2.057,0.0850490054811538
"530",8.75,"JV3_NAG",0.676,"Mouse_Pa","trial_2","nag",0.652666666666667,0.07025746302786
"531",8.75,"JV4_NAG",0.422,"Mouse_Pa","trial_2","nag",0.328333333333333,0.055474718966791
"532",8.75,"JV5_NAG",0.313,"Mouse_Pa","trial_2","nag",0.294666666666667,0.019341952101872
"533",9,"JV1_NAG",1.992,"Mouse_Pa","trial_2","nag",2.07166666666667,0.0883031394937035
"534",9,"JV3_NAG",0.729,"Mouse_Pa","trial_2","nag",0.700666666666667,0.0681721676671972
"535",9,"JV4_NAG",0.469,"Mouse_Pa","trial_2","nag",0.351333333333333,0.0630986881356851
"536",9,"JV5_NAG",0.338,"Mouse_Pa","trial_2","nag",0.290666666666667,0.026859717877231
"537",9.25,"JV1_NAG",2.005,"Mouse_Pa","trial_2","nag",2.084,0.0881532756056177
"538",9.25,"JV3_NAG",0.743,"Mouse_Pa","trial_2","nag",0.721,0.0633166644731069
"539",9.25,"JV4_NAG",0.523,"Mouse_Pa","trial_2","nag",0.379333333333333,0.0740997825757794
"540",9.25,"JV5_NAG",0.267,"Mouse_Pa","trial_2","nag",0.275,0.0240069434400411
"541",9.5,"JV1_NAG",2.013,"Mouse_Pa","trial_2","nag",2.096,0.0870306459434454
"542",9.5,"JV3_NAG",0.762,"Mouse_Pa","trial_2","nag",0.754,0.0549939390599849
"543",9.5,"JV4_NAG",0.561,"Mouse_Pa","trial_2","nag",0.401666666666667,0.0841612209459387
"544",9.5,"JV5_NAG",0.224,"Mouse_Pa","trial_2","nag",0.296,0.0383709959908957
"545",9.75,"JV1_NAG",2.028,"Mouse_Pa","trial_2","nag",2.10933333333333,0.0889388054288515
"546",9.75,"JV3_NAG",0.805,"Mouse_Pa","trial_2","nag",0.811,0.0647327840690738
"547",9.75,"JV4_NAG",0.612,"Mouse_Pa","trial_2","nag",0.407666666666667,0.114752390437459
"548",9.75,"JV5_NAG",0.235,"Mouse_Pa","trial_2","nag",0.319333333333333,0.0426861934483635
"549",10,"JV1_NAG",2.047,"Mouse_Pa","trial_2","nag",2.12266666666667,0.0863796529539477
"550",10,"JV3_NAG",0.862,"Mouse_Pa","trial_2","nag",0.842666666666667,0.0653817847552189
"551",10,"JV4_NAG",0.65,"Mouse_Pa","trial_2","nag",0.437,0.123850716590579
"552",10,"JV5_NAG",0.236,"Mouse_Pa","trial_2","nag",0.319666666666667,0.0503399554142742
"553",10.25,"JV1_NAG",2.059,"Mouse_Pa","trial_2","nag",2.13333333333333,0.0866108794808391
"554",10.25,"JV3_NAG",0.876,"Mouse_Pa","trial_2","nag",0.878666666666667,0.0594820234281847
"555",10.25,"JV4_NAG",0.712,"Mouse_Pa","trial_2","nag",0.440666666666667,0.141892369225566
"556",10.25,"JV5_NAG",0.255,"Mouse_Pa","trial_2","nag",0.330666666666667,0.0398176398653216
"557",10.5,"JV1_NAG",2.068,"Mouse_Pa","trial_2","nag",2.14666666666667,0.0837164526508646
"558",10.5,"JV3_NAG",0.905,"Mouse_Pa","trial_2","nag",0.905666666666667,0.0490759049274127
"559",10.5,"JV4_NAG",0.745,"Mouse_Pa","trial_2","nag",0.454666666666667,0.153896429819249
"560",10.5,"JV5_NAG",0.285,"Mouse_Pa","trial_2","nag",0.352333333333333,0.0343721463461979
"561",10.75,"JV1_NAG",2.077,"Mouse_Pa","trial_2","nag",2.15233333333333,0.0855284228260472
"562",10.75,"JV3_NAG",0.949,"Mouse_Pa","trial_2","nag",0.932,0.0517976833458795
"563",10.75,"JV4_NAG",0.808,"Mouse_Pa","trial_2","nag",0.479333333333333,0.168957917179923
"564",10.75,"JV5_NAG",0.282,"Mouse_Pa","trial_2","nag",0.345666666666667,0.0318451112592045
"565",11,"JV1_NAG",2.092,"Mouse_Pa","trial_2","nag",2.16733333333333,0.0824324639393431
"566",11,"JV3_NAG",0.983,"Mouse_Pa","trial_2","nag",0.952,0.0567186036499489
"567",11,"JV4_NAG",0.851,"Mouse_Pa","trial_2","nag",0.497666666666667,0.182174214543235
"568",11,"JV5_NAG",0.262,"Mouse_Pa","trial_2","nag",0.347333333333333,0.0432255068731929
"569",11.25,"JV1_NAG",2.1,"Mouse_Pa","trial_2","nag",2.17833333333333,0.0823657156292052
"570",11.25,"JV3_NAG",1.01,"Mouse_Pa","trial_2","nag",0.978333333333333,0.0601451946912174
"571",11.25,"JV4_NAG",0.888,"Mouse_Pa","trial_2","nag",0.521,0.188473694008828
"572",11.25,"JV5_NAG",0.289,"Mouse_Pa","trial_2","nag",0.352333333333333,0.0324157026420496
"573",11.5,"JV1_NAG",2.116,"Mouse_Pa","trial_2","nag",2.18533333333333,0.0831992254237448
"574",11.5,"JV3_NAG",1.029,"Mouse_Pa","trial_2","nag",1,0.0564535207050898
"575",11.5,"JV4_NAG",0.891,"Mouse_Pa","trial_2","nag",0.522333333333333,0.188348376980294
"576",11.5,"JV5_NAG",0.272,"Mouse_Pa","trial_2","nag",0.340333333333333,0.0344399638662864
"577",11.75,"JV1_NAG",2.129,"Mouse_Pa","trial_2","nag",2.20133333333333,0.0804660038636056
"578",11.75,"JV3_NAG",1.079,"Mouse_Pa","trial_2","nag",1.038,0.0550545184340032
"579",11.75,"JV4_NAG",0.937,"Mouse_Pa","trial_2","nag",0.536666666666667,0.204496400402985
"580",11.75,"JV5_NAG",0.286,"Mouse_Pa","trial_2","nag",0.336333333333333,0.0269093127208985
"581",12,"JV1_NAG",2.14,"Mouse_Pa","trial_2","nag",2.21133333333333,0.080501207720409
"582",12,"JV3_NAG",1.081,"Mouse_Pa","trial_2","nag",1.04933333333333,0.0545964996843001
"583",12,"JV4_NAG",0.934,"Mouse_Pa","trial_2","nag",0.539333333333333,0.201429336934265
"584",12,"JV5_NAG",0.282,"Mouse_Pa","trial_2","nag",0.335333333333333,0.0274124870167675
"585",12.25,"JV1_NAG",2.149,"Mouse_Pa","trial_2","nag",2.21733333333333,0.0795871290543333
"586",12.25,"JV3_NAG",1.11,"Mouse_Pa","trial_2","nag",1.07233333333333,0.0582647215541084
"587",12.25,"JV4_NAG",0.979,"Mouse_Pa","trial_2","nag",0.554666666666667,0.216368769568171
"588",12.25,"JV5_NAG",0.299,"Mouse_Pa","trial_2","nag",0.348,0.0246373699895098
"589",12.5,"JV1_NAG",2.163,"Mouse_Pa","trial_2","nag",2.23333333333333,0.0800215248820243
"590",12.5,"JV3_NAG",1.136,"Mouse_Pa","trial_2","nag",1.10133333333333,0.0471781493678777
"591",12.5,"JV4_NAG",0.976,"Mouse_Pa","trial_2","nag",0.559,0.212110820091762
"592",12.5,"JV5_NAG",0.291,"Mouse_Pa","trial_2","nag",0.345666666666667,0.0288521133445099
"593",12.75,"JV1_NAG",2.175,"Mouse_Pa","trial_2","nag",2.244,0.0792106895143159
"594",12.75,"JV3_NAG",1.166,"Mouse_Pa","trial_2","nag",1.12666666666667,0.0659326255438922
"595",12.75,"JV4_NAG",0.999,"Mouse_Pa","trial_2","nag",0.565666666666667,0.221415396433441
"596",12.75,"JV5_NAG",0.291,"Mouse_Pa","trial_2","nag",0.356,0.032654759734736
"597",13,"JV1_NAG",2.19,"Mouse_Pa","trial_2","nag",2.25233333333333,0.0783460982507177
"598",13,"JV3_NAG",1.183,"Mouse_Pa","trial_2","nag",1.14066666666667,0.0547732700421575
"599",13,"JV4_NAG",1.009,"Mouse_Pa","trial_2","nag",0.571,0.224947401259346
"600",13,"JV5_NAG",0.303,"Mouse_Pa","trial_2","nag",0.361333333333333,0.0300462606288666
"601",13.25,"JV1_NAG",2.2,"Mouse_Pa","trial_2","nag",2.26566666666667,0.0821874551119437
"602",13.25,"JV3_NAG",1.219,"Mouse_Pa","trial_2","nag",1.162,0.0560029761113937
"603",13.25,"JV4_NAG",1.029,"Mouse_Pa","trial_2","nag",0.581666666666667,0.229111569134147
"604",13.25,"JV5_NAG",0.299,"Mouse_Pa","trial_2","nag",0.364,0.0331712727119918
"605",13.5,"JV1_NAG",2.213,"Mouse_Pa","trial_2","nag",2.277,0.0768396598986053
"606",13.5,"JV3_NAG",1.24,"Mouse_Pa","trial_2","nag",1.18066666666667,0.0539269052617626
"607",13.5,"JV4_NAG",1.008,"Mouse_Pa","trial_2","nag",0.576333333333333,0.221278356626018
"608",13.5,"JV5_NAG",0.304,"Mouse_Pa","trial_2","nag",0.363333333333333,0.0316298031047372
"609",13.75,"JV1_NAG",2.224,"Mouse_Pa","trial_2","nag",2.28866666666667,0.0759327187566583
"610",13.75,"JV3_NAG",1.246,"Mouse_Pa","trial_2","nag",1.19333333333333,0.0531674503599503
"611",13.75,"JV4_NAG",1.028,"Mouse_Pa","trial_2","nag",0.588333333333333,0.225307444272142
"612",13.75,"JV5_NAG",0.323,"Mouse_Pa","trial_2","nag",0.363333333333333,0.0239884231337628
"613",14,"JV1_NAG",2.241,"Mouse_Pa","trial_2","nag",2.29933333333333,0.0775721886016144
"614",14,"JV3_NAG",1.258,"Mouse_Pa","trial_2","nag",1.205,0.0565361241449511
"615",14,"JV4_NAG",1.064,"Mouse_Pa","trial_2","nag",0.603333333333333,0.23458426583592
"616",14,"JV5_NAG",0.314,"Mouse_Pa","trial_2","nag",0.355666666666667,0.0220479275922049
"617",14.25,"JV1_NAG",2.249,"Mouse_Pa","trial_2","nag",2.31133333333333,0.0778167362746887
"618",14.25,"JV3_NAG",1.295,"Mouse_Pa","trial_2","nag",1.22833333333333,0.0519433452052437
"619",14.25,"JV4_NAG",1.079,"Mouse_Pa","trial_2","nag",0.604,0.242004820888621
"620",14.25,"JV5_NAG",0.321,"Mouse_Pa","trial_2","nag",0.355666666666667,0.0179381653960983
"621",14.5,"JV1_NAG",2.261,"Mouse_Pa","trial_2","nag",2.32166666666667,0.0777524561955726
"622",14.5,"JV3_NAG",1.313,"Mouse_Pa","trial_2","nag",1.251,0.0518555686498567
"623",14.5,"JV4_NAG",1.087,"Mouse_Pa","trial_2","nag",0.606333333333333,0.243335388119178
"624",14.5,"JV5_NAG",0.319,"Mouse_Pa","trial_2","nag",0.351333333333333,0.0174769689718911
"625",14.75,"JV1_NAG",2.274,"Mouse_Pa","trial_2","nag",2.33333333333333,0.0748361172459157
"626",14.75,"JV3_NAG",1.312,"Mouse_Pa","trial_2","nag",1.23766666666667,0.0490725087101843
"627",14.75,"JV4_NAG",1.061,"Mouse_Pa","trial_2","nag",0.582333333333333,0.241208991909045
"628",14.75,"JV5_NAG",0.306,"Mouse_Pa","trial_2","nag",0.346666666666667,0.0204640606375611
"629",15,"JV1_NAG",2.286,"Mouse_Pa","trial_2","nag",2.344,0.075639495855891
"630",15,"JV3_NAG",1.341,"Mouse_Pa","trial_2","nag",1.26733333333333,0.0561911420460952
"631",15,"JV4_NAG",1.05,"Mouse_Pa","trial_2","nag",0.577666666666667,0.237437945109407
"632",15,"JV5_NAG",0.313,"Mouse_Pa","trial_2","nag",0.346,0.0173877351409933
"633",15.25,"JV1_NAG",2.296,"Mouse_Pa","trial_2","nag",2.35233333333333,0.0766644927228013
"634",15.25,"JV3_NAG",1.365,"Mouse_Pa","trial_2","nag",1.287,0.0525483903971695
"635",15.25,"JV4_NAG",1.049,"Mouse_Pa","trial_2","nag",0.574333333333333,0.238510889572037
"636",15.25,"JV5_NAG",0.319,"Mouse_Pa","trial_2","nag",0.347333333333333,0.0154092324417683
"637",15.5,"JV1_NAG",2.313,"Mouse_Pa","trial_2","nag",2.36633333333333,0.0736983340683115
"638",15.5,"JV3_NAG",1.361,"Mouse_Pa","trial_2","nag",1.30133333333333,0.0450641518035986
"639",15.5,"JV4_NAG",1.033,"Mouse_Pa","trial_2","nag",0.564666666666667,0.235112975207901
"640",15.5,"JV5_NAG",0.306,"Mouse_Pa","trial_2","nag",0.346666666666667,0.0236737078727529
"641",15.75,"JV1_NAG",2.318,"Mouse_Pa","trial_2","nag",2.37933333333333,0.0736598790236433
"642",15.75,"JV3_NAG",1.401,"Mouse_Pa","trial_2","nag",1.31733333333333,0.0567812566883748
"643",15.75,"JV4_NAG",1.014,"Mouse_Pa","trial_2","nag",0.557333333333333,0.229225749959389
"644",15.75,"JV5_NAG",0.295,"Mouse_Pa","trial_2","nag",0.34,0.0246644143115812
"645",16,"JV1_NAG",2.328,"Mouse_Pa","trial_2","nag",2.38266666666667,0.0760927796253437
"646",16,"JV3_NAG",1.389,"Mouse_Pa","trial_2","nag",1.31633333333333,0.0443333333333333
"647",16,"JV4_NAG",1.026,"Mouse_Pa","trial_2","nag",0.561,0.233210205608588
"648",16,"JV5_NAG",0.291,"Mouse_Pa","trial_2","nag",0.340333333333333,0.0274853496329307
"649",16.25,"JV1_NAG",2.342,"Mouse_Pa","trial_2","nag",2.39766666666667,0.0733265148345248
"650",16.25,"JV3_NAG",1.405,"Mouse_Pa","trial_2","nag",1.335,0.0461121820491433
"651",16.25,"JV4_NAG",1.032,"Mouse_Pa","trial_2","nag",0.563666666666667,0.234704305693592
"652",16.25,"JV5_NAG",0.296,"Mouse_Pa","trial_2","nag",0.342666666666667,0.0265664784602284
"653",16.5,"JV1_NAG",2.352,"Mouse_Pa","trial_2","nag",2.41066666666667,0.0710054770970366
"654",16.5,"JV3_NAG",1.373,"Mouse_Pa","trial_2","nag",1.33,0.0309246395829173
"655",16.5,"JV4_NAG",1.048,"Mouse_Pa","trial_2","nag",0.569666666666667,0.239693090801086
"656",16.5,"JV5_NAG",0.298,"Mouse_Pa","trial_2","nag",0.342666666666667,0.0269093127208985
"657",16.75,"JV1_NAG",2.364,"Mouse_Pa","trial_2","nag",2.42,0.0715262189689906
"658",16.75,"JV3_NAG",1.412,"Mouse_Pa","trial_2","nag",1.35133333333333,0.0355168191768977
"659",16.75,"JV4_NAG",1.061,"Mouse_Pa","trial_2","nag",0.574666666666667,0.243889546949251
"660",16.75,"JV5_NAG",0.298,"Mouse_Pa","trial_2","nag",0.348,0.0288675134594813
"661",17,"JV1_NAG",2.375,"Mouse_Pa","trial_2","nag",2.43,0.0732006375199926
"662",17,"JV3_NAG",1.421,"Mouse_Pa","trial_2","nag",1.36633333333333,0.0346906967996384
"663",17,"JV4_NAG",1.088,"Mouse_Pa","trial_2","nag",0.585666666666667,0.251910257388971
"664",17,"JV5_NAG",0.304,"Mouse_Pa","trial_2","nag",0.351,0.0274286954362276
"665",17.25,"JV1_NAG",2.382,"Mouse_Pa","trial_2","nag",2.43766666666667,0.0711953494111644
"666",17.25,"JV3_NAG",1.408,"Mouse_Pa","trial_2","nag",1.37066666666667,0.0275095942859537
"667",17.25,"JV4_NAG",1.1,"Mouse_Pa","trial_2","nag",0.592666666666667,0.254181256411859
"668",17.25,"JV5_NAG",0.31,"Mouse_Pa","trial_2","nag",0.355666666666667,0.0281444685704156
"669",17.5,"JV1_NAG",2.394,"Mouse_Pa","trial_2","nag",2.44933333333333,0.0692732111120726
"670",17.5,"JV3_NAG",1.415,"Mouse_Pa","trial_2","nag",1.38066666666667,0.0196327390968363
"671",17.5,"JV4_NAG",1.126,"Mouse_Pa","trial_2","nag",0.602333333333333,0.262246915033227
"672",17.5,"JV5_NAG",0.322,"Mouse_Pa","trial_2","nag",0.362,0.0276224546338663
"673",17.75,"JV1_NAG",2.404,"Mouse_Pa","trial_2","nag",2.458,0.0674190873071813
"674",17.75,"JV3_NAG",1.415,"Mouse_Pa","trial_2","nag",1.37966666666667,0.0199360087390742
"675",17.75,"JV4_NAG",1.147,"Mouse_Pa","trial_2","nag",0.612,0.267873726470763
"676",17.75,"JV5_NAG",0.334,"Mouse_Pa","trial_2","nag",0.371666666666667,0.0253924748257782
"677",18,"JV1_NAG",2.412,"Mouse_Pa","trial_2","nag",2.46533333333333,0.0704800996341836
"678",18,"JV3_NAG",1.412,"Mouse_Pa","trial_2","nag",1.38166666666667,0.015387585183445
"679",18,"JV4_NAG",1.172,"Mouse_Pa","trial_2","nag",0.618666666666667,0.27686177859077
"680",18,"JV5_NAG",0.352,"Mouse_Pa","trial_2","nag",0.379,0.0235867194271127
"681",18.25,"JV1_NAG",2.421,"Mouse_Pa","trial_2","nag",2.479,0.0661614187675366
"682",18.25,"JV3_NAG",1.396,"Mouse_Pa","trial_2","nag",1.37633333333333,0.0105251022692312
"683",18.25,"JV4_NAG",1.194,"Mouse_Pa","trial_2","nag",0.632,0.281237147854499
"684",18.25,"JV5_NAG",0.364,"Mouse_Pa","trial_2","nag",0.389,0.0211266025033211
"685",18.5,"JV1_NAG",2.427,"Mouse_Pa","trial_2","nag",2.48333333333333,0.0655396402526322
"686",18.5,"JV3_NAG",1.384,"Mouse_Pa","trial_2","nag",1.381,0.0125033328890073
"687",18.5,"JV4_NAG",1.204,"Mouse_Pa","trial_2","nag",0.638333333333333,0.282957201318111
"688",18.5,"JV5_NAG",0.379,"Mouse_Pa","trial_2","nag",0.397,0.0195192212959431
"689",18.75,"JV1_NAG",2.441,"Mouse_Pa","trial_2","nag",2.49633333333333,0.0666366599136275
"690",18.75,"JV3_NAG",1.397,"Mouse_Pa","trial_2","nag",1.391,0.0187171935218219
"691",18.75,"JV4_NAG",1.209,"Mouse_Pa","trial_2","nag",0.647333333333333,0.280911809015649
"692",18.75,"JV5_NAG",0.39,"Mouse_Pa","trial_2","nag",0.405666666666667,0.0132455443242037
"693",19,"JV1_NAG",2.449,"Mouse_Pa","trial_2","nag",2.50433333333333,0.0687442926923958
"694",19,"JV3_NAG",1.382,"Mouse_Pa","trial_2","nag",1.39433333333333,0.0281089151535791
"695",19,"JV4_NAG",1.211,"Mouse_Pa","trial_2","nag",0.650333333333333,0.280335711444531
"696",19,"JV5_NAG",0.406,"Mouse_Pa","trial_2","nag",0.412666666666667,0.0131318104023948
"697",19.25,"JV1_NAG",2.445,"Mouse_Pa","trial_2","nag",2.51166666666667,0.0696881944409843
"698",19.25,"JV3_NAG",1.374,"Mouse_Pa","trial_2","nag",1.38733333333333,0.0460953118850256
"699",19.25,"JV4_NAG",1.209,"Mouse_Pa","trial_2","nag",0.66,0.274507437664872
"700",19.25,"JV5_NAG",0.408,"Mouse_Pa","trial_2","nag",0.423,0.010816653826392
"701",19.5,"JV1_NAG",2.457,"Mouse_Pa","trial_2","nag",2.522,0.067515430335097
"702",19.5,"JV3_NAG",1.336,"Mouse_Pa","trial_2","nag",1.38266666666667,0.0532989472483067
"703",19.5,"JV4_NAG",1.214,"Mouse_Pa","trial_2","nag",0.666666666666667,0.273669102709418
"704",19.5,"JV5_NAG",0.425,"Mouse_Pa","trial_2","nag",0.431,0.0070237691685685
"705",19.75,"JV1_NAG",2.465,"Mouse_Pa","trial_2","nag",2.528,0.0670397891802572
"706",19.75,"JV3_NAG",1.297,"Mouse_Pa","trial_2","nag",1.37166666666667,0.0692395198648222
"707",19.75,"JV4_NAG",1.209,"Mouse_Pa","trial_2","nag",0.674666666666667,0.267166822624201
"708",19.75,"JV5_NAG",0.43,"Mouse_Pa","trial_2","nag",0.445666666666667,0.0114649223479466
"709",20,"JV1_NAG",2.487,"Mouse_Pa","trial_2","nag",2.54166666666667,0.0633570131170269
"710",20,"JV3_NAG",1.294,"Mouse_Pa","trial_2","nag",1.36766666666667,0.0849045215390663
"711",20,"JV4_NAG",1.227,"Mouse_Pa","trial_2","nag",0.691333333333333,0.267837222539694
"712",20,"JV5_NAG",0.457,"Mouse_Pa","trial_2","nag",0.45,0.00750555349946514
"713",20.25,"JV1_NAG",2.483,"Mouse_Pa","trial_2","nag",2.54666666666667,0.0661824078672807
"714",20.25,"JV3_NAG",1.172,"Mouse_Pa","trial_2","nag",1.337,0.115295273103454
"715",20.25,"JV4_NAG",1.222,"Mouse_Pa","trial_2","nag",0.697333333333333,0.262335874617085
"716",20.25,"JV5_NAG",0.461,"Mouse_Pa","trial_2","nag",0.465666666666667,0.00952773728530429
"717",20.5,"JV1_NAG",2.489,"Mouse_Pa","trial_2","nag",2.554,0.0635059052372298
"718",20.5,"JV3_NAG",1.078,"Mouse_Pa","trial_2","nag",1.31166666666667,0.159668754335691
"719",20.5,"JV4_NAG",1.232,"Mouse_Pa","trial_2","nag",0.710666666666667,0.260667306052072
"720",20.5,"JV5_NAG",0.477,"Mouse_Pa","trial_2","nag",0.473333333333333,0.00523874454850056
"721",20.75,"JV1_NAG",2.505,"Mouse_Pa","trial_2","nag",2.56633333333333,0.0633438587745051
"722",20.75,"JV3_NAG",0.984,"Mouse_Pa","trial_2","nag",1.274,0.18644391471253
"723",20.75,"JV4_NAG",1.239,"Mouse_Pa","trial_2","nag",0.718666666666667,0.260166826820365
"724",20.75,"JV5_NAG",0.495,"Mouse_Pa","trial_2","nag",0.479666666666667,0.0080069414329762
"725",21,"JV1_NAG",2.506,"Mouse_Pa","trial_2","nag",2.57,0.0645006459915971
"726",21,"JV3_NAG",0.918,"Mouse_Pa","trial_2","nag",1.247,0.217518581581743
"727",21,"JV4_NAG",1.23,"Mouse_Pa","trial_2","nag",0.724,0.253005928784288
"728",21,"JV5_NAG",0.493,"Mouse_Pa","trial_2","nag",0.495666666666667,0.00480740170061866
"729",21.25,"JV1_NAG",2.517,"Mouse_Pa","trial_2","nag",2.577,0.0650640709864771
"730",21.25,"JV3_NAG",0.878,"Mouse_Pa","trial_2","nag",1.23,0.236646008488065
"731",21.25,"JV4_NAG",1.239,"Mouse_Pa","trial_2","nag",0.735666666666667,0.251667328917451
"732",21.25,"JV5_NAG",0.51,"Mouse_Pa","trial_2","nag",0.505666666666667,0.00698410894658566
"733",21.5,"JV1_NAG",2.525,"Mouse_Pa","trial_2","nag",2.58666666666667,0.064182898379899
"734",21.5,"JV3_NAG",0.799,"Mouse_Pa","trial_2","nag",1.20033333333333,0.265835370943079
"735",21.5,"JV4_NAG",1.236,"Mouse_Pa","trial_2","nag",0.740666666666667,0.247669358442079
"736",21.5,"JV5_NAG",0.516,"Mouse_Pa","trial_2","nag",0.514333333333333,0.00611918658356195
"737",21.75,"JV1_NAG",2.537,"Mouse_Pa","trial_2","nag",2.59433333333333,0.0639435514948754
"738",21.75,"JV3_NAG",0.747,"Mouse_Pa","trial_2","nag",1.17933333333333,0.294531454649207
"739",21.75,"JV4_NAG",1.244,"Mouse_Pa","trial_2","nag",0.752,0.246006097485408
"740",21.75,"JV5_NAG",0.531,"Mouse_Pa","trial_2","nag",0.539333333333333,0.0203497201727962
"741",22,"JV1_NAG",2.549,"Mouse_Pa","trial_2","nag",2.60166666666667,0.0639826365334985
"742",22,"JV3_NAG",0.693,"Mouse_Pa","trial_2","nag",1.14533333333333,0.320161591144916
"743",22,"JV4_NAG",1.249,"Mouse_Pa","trial_2","nag",0.759333333333333,0.244834864982729
"744",22,"JV5_NAG",0.541,"Mouse_Pa","trial_2","nag",0.546666666666667,0.0161279605378706
"745",22.25,"JV1_NAG",2.557,"Mouse_Pa","trial_2","nag",2.61333333333333,0.0639800316070917
"746",22.25,"JV3_NAG",0.703,"Mouse_Pa","trial_2","nag",1.146,0.319784823488128
"747",22.25,"JV4_NAG",1.256,"Mouse_Pa","trial_2","nag",0.768666666666667,0.243667350660235
"748",22.25,"JV5_NAG",0.554,"Mouse_Pa","trial_2","nag",0.553666666666667,0.00779601037568431
"749",22.5,"JV1_NAG",2.574,"Mouse_Pa","trial_2","nag",2.62133333333333,0.0634674019565249
"750",22.5,"JV3_NAG",0.677,"Mouse_Pa","trial_2","nag",1.132,0.348604360271067
"751",22.5,"JV4_NAG",1.272,"Mouse_Pa","trial_2","nag",0.780333333333333,0.245837570584952
"752",22.5,"JV5_NAG",0.57,"Mouse_Pa","trial_2","nag",0.572,0.0138924439894498
"753",22.75,"JV1_NAG",2.576,"Mouse_Pa","trial_2","nag",2.631,0.0626498204307083
"754",22.75,"JV3_NAG",0.688,"Mouse_Pa","trial_2","nag",1.109,0.363128535553643
"755",22.75,"JV4_NAG",1.263,"Mouse_Pa","trial_2","nag",0.779666666666667,0.24168390743099
"756",22.75,"JV5_NAG",0.572,"Mouse_Pa","trial_2","nag",0.576666666666667,0.0146211414663075
"757",23,"JV1_NAG",2.593,"Mouse_Pa","trial_2","nag",2.63733333333333,0.0621136950366914
"758",23,"JV3_NAG",0.69,"Mouse_Pa","trial_2","nag",1.117,0.372879337051545
"759",23,"JV4_NAG",1.269,"Mouse_Pa","trial_2","nag",0.792,0.238501572321861
"760",23,"JV5_NAG",0.585,"Mouse_Pa","trial_2","nag",0.59,0.0172143351115672
"761",23.25,"JV1_NAG",2.593,"Mouse_Pa","trial_2","nag",2.64033333333333,0.0623974714587413
"762",23.25,"JV3_NAG",0.674,"Mouse_Pa","trial_2","nag",1.107,0.38075495181722
"763",23.25,"JV4_NAG",1.268,"Mouse_Pa","trial_2","nag",0.796,0.236002824841851
"764",23.25,"JV5_NAG",0.589,"Mouse_Pa","trial_2","nag",0.586,0.007371114795832
"765",23.5,"JV1_NAG",2.6,"Mouse_Pa","trial_2","nag",2.64633333333333,0.0635513790391504
"766",23.5,"JV3_NAG",0.701,"Mouse_Pa","trial_2","nag",1.12966666666667,0.383108484780892
"767",23.5,"JV4_NAG",1.291,"Mouse_Pa","trial_2","nag",0.809666666666667,0.240669436733827
"768",23.5,"JV5_NAG",0.602,"Mouse_Pa","trial_2","nag",0.598333333333333,0.00913479307069649
"769",23.75,"JV1_NAG",2.615,"Mouse_Pa","trial_2","nag",2.65933333333333,0.0637346931514628
"770",23.75,"JV3_NAG",0.719,"Mouse_Pa","trial_2","nag",1.151,0.384043400325189
"771",23.75,"JV4_NAG",1.281,"Mouse_Pa","trial_2","nag",0.813333333333333,0.233833511522859
"772",23.75,"JV5_NAG",0.617,"Mouse_Pa","trial_2","nag",0.623,0.0215715862498179
"773",24,"JV1_NAG",2.622,"Mouse_Pa","trial_2","nag",2.664,0.0630661028868388
"774",24,"JV3_NAG",0.667,"Mouse_Pa","trial_2","nag",1.13266666666667,0.401949554601625
"775",24,"JV4_NAG",1.284,"Mouse_Pa","trial_2","nag",0.818666666666667,0.232666666666667
"776",24,"JV5_NAG",0.622,"Mouse_Pa","trial_2","nag",0.638666666666667,0.0300462606288666
"777",0,"JV1_NAG",-0.002,"Mouse_Pa","trial_3","nag",0.00266666666666667,0.00240370085030933
"778",0,"JV3_NAG",-0.003,"Mouse_Pa","trial_3","nag",0.00266666666666667,0.00284800124843918
"779",0,"JV4_NAG",-0.002,"Mouse_Pa","trial_3","nag",0.000666666666666667,0.00133333333333333
"780",0,"JV5_NAG",-0.006,"Mouse_Pa","trial_3","nag",-0.00133333333333333,0.00260341655863555
"781",0.25,"JV1_NAG",0,"Mouse_Pa","trial_3","nag",0.00333333333333333,0.00176383420737639
"782",0.25,"JV3_NAG",-0.003,"Mouse_Pa","trial_3","nag",0.002,0.00251661147842358
"783",0.25,"JV4_NAG",-0.002,"Mouse_Pa","trial_3","nag",0.001,0.00152752523165195
"784",0.25,"JV5_NAG",-0.005,"Mouse_Pa","trial_3","nag",-0.001,0.0023094010767585
"785",0.5,"JV1_NAG",0.002,"Mouse_Pa","trial_3","nag",0.00466666666666667,0.00133333333333333
"786",0.5,"JV3_NAG",-0.002,"Mouse_Pa","trial_3","nag",-0.001,0.000577350269189626
"787",0.5,"JV4_NAG",0,"Mouse_Pa","trial_3","nag",0.00166666666666667,0.000881917103688197
"788",0.5,"JV5_NAG",0,"Mouse_Pa","trial_3","nag",-0.00133333333333333,0.000881917103688197
