"","Time","strain","OD600","expt","trial","sugar","mean_OD600","sem_OD600"
"513",7.75,"JV1_Rib",1.457,"Mouse_Pa","trial_2","ribose",1.43633333333333,0.0456411120713673
"514",7.75,"JV3_Rib",0.539,"Mouse_Pa","trial_2","ribose",0.581,0.0512640224719052
"515",7.75,"JV4_Rib",0.387,"Mouse_Pa","trial_2","ribose",0.375,0.0177857620959388
"516",7.75,"JV5_Rib",0.303,"Mouse_Pa","trial_2","ribose",0.369666666666667,0.057429183444579
"517",8,"JV1_Rib",1.505,"Mouse_Pa","trial_2","ribose",1.494,0.0382143079661706
"518",8,"JV3_Rib",0.578,"Mouse_Pa","trial_2","ribose",0.634333333333333,0.0686836548564827
"519",8,"JV4_Rib",0.341,"Mouse_Pa","trial_2","ribose",0.350333333333333,0.0326666666666667
"520",8,"JV5_Rib",0.321,"Mouse_Pa","trial_2","ribose",0.384,0.0635006561645888
"521",8.25,"JV1_Rib",1.553,"Mouse_Pa","trial_2","ribose",1.552,0.0332014055927356
"522",8.25,"JV3_Rib",0.566,"Mouse_Pa","trial_2","ribose",0.635,0.0735459040327876
"523",8.25,"JV4_Rib",0.329,"Mouse_Pa","trial_2","ribose",0.357333333333333,0.0308670986290869
"524",8.25,"JV5_Rib",0.342,"Mouse_Pa","trial_2","ribose",0.403,0.0546290520998977
"525",8.5,"JV1_Rib",1.606,"Mouse_Pa","trial_2","ribose",1.60233333333333,0.0263333333333333
"526",8.5,"JV3_Rib",0.651,"Mouse_Pa","trial_2","ribose",0.709,0.0595063021872473
"527",8.5,"JV4_Rib",0.338,"Mouse_Pa","trial_2","ribose",0.365666666666667,0.0271682003657053
"528",8.5,"JV5_Rib",0.381,"Mouse_Pa","trial_2","ribose",0.415333333333333,0.0299462481419255
"529",8.75,"JV1_Rib",1.654,"Mouse_Pa","trial_2","ribose",1.65166666666667,0.0234117729168705
"530",8.75,"JV3_Rib",0.687,"Mouse_Pa","trial_2","ribose",0.739333333333333,0.0716341011281948
"531",8.75,"JV4_Rib",0.369,"Mouse_Pa","trial_2","ribose",0.382,0.0150443787951957
"532",8.75,"JV5_Rib",0.413,"Mouse_Pa","trial_2","ribose",0.437,0.0201328918273887
"533",9,"JV1_Rib",1.702,"Mouse_Pa","trial_2","ribose",1.699,0.0170977581376429
"534",9,"JV3_Rib",0.723,"Mouse_Pa","trial_2","ribose",0.781666666666667,0.0663082029448678
"535",9,"JV4_Rib",0.395,"Mouse_Pa","trial_2","ribose",0.397333333333333,0.0130426650310092
"536",9,"JV5_Rib",0.424,"Mouse_Pa","trial_2","ribose",0.462333333333333,0.0216666666666667
"537",9.25,"JV1_Rib",1.739,"Mouse_Pa","trial_2","ribose",1.73633333333333,0.0139204086785474
"538",9.25,"JV3_Rib",0.776,"Mouse_Pa","trial_2","ribose",0.812,0.0654548190229973
"539",9.25,"JV4_Rib",0.409,"Mouse_Pa","trial_2","ribose",0.412333333333333,0.0110955446513955
"540",9.25,"JV5_Rib",0.416,"Mouse_Pa","trial_2","ribose",0.460666666666667,0.0279125618872778
"541",9.5,"JV1_Rib",1.772,"Mouse_Pa","trial_2","ribose",1.774,0.0127410099024109
"542",9.5,"JV3_Rib",0.799,"Mouse_Pa","trial_2","ribose",0.844333333333333,0.054581234056323
"543",9.5,"JV4_Rib",0.412,"Mouse_Pa","trial_2","ribose",0.429,0.00873689494805411
"544",9.5,"JV5_Rib",0.385,"Mouse_Pa","trial_2","ribose",0.445,0.0404516171905813
"545",9.75,"JV1_Rib",1.821,"Mouse_Pa","trial_2","ribose",1.82266666666667,0.00898764584180849
"546",9.75,"JV3_Rib",0.828,"Mouse_Pa","trial_2","ribose",0.891666666666667,0.0702669512960712
"547",9.75,"JV4_Rib",0.4,"Mouse_Pa","trial_2","ribose",0.428666666666667,0.015452435981999
"548",9.75,"JV5_Rib",0.382,"Mouse_Pa","trial_2","ribose",0.441,0.0431315816233689
"549",10,"JV1_Rib",1.856,"Mouse_Pa","trial_2","ribose",1.85733333333333,0.00983756970891581
"550",10,"JV3_Rib",0.886,"Mouse_Pa","trial_2","ribose",0.921666666666667,0.0519433452052437
"551",10,"JV4_Rib",0.398,"Mouse_Pa","trial_2","ribose",0.424666666666667,0.0158989866902824
"552",10,"JV5_Rib",0.393,"Mouse_Pa","trial_2","ribose",0.445666666666667,0.0444384718209096
"553",10.25,"JV1_Rib",1.88,"Mouse_Pa","trial_2","ribose",1.89066666666667,0.00606446846622012
"554",10.25,"JV3_Rib",0.919,"Mouse_Pa","trial_2","ribose",0.958333333333333,0.0631831552797984
"555",10.25,"JV4_Rib",0.414,"Mouse_Pa","trial_2","ribose",0.437333333333333,0.0130170827931778
"556",10.25,"JV5_Rib",0.41,"Mouse_Pa","trial_2","ribose",0.455333333333333,0.0433487152186903
"557",10.5,"JV1_Rib",1.913,"Mouse_Pa","trial_2","ribose",1.91566666666667,0.00371184290855335
"558",10.5,"JV3_Rib",0.931,"Mouse_Pa","trial_2","ribose",0.977666666666667,0.0569600249687835
"559",10.5,"JV4_Rib",0.424,"Mouse_Pa","trial_2","ribose",0.439666666666667,0.00825294560209331
"560",10.5,"JV5_Rib",0.422,"Mouse_Pa","trial_2","ribose",0.464333333333333,0.0384028355434567
"561",10.75,"JV1_Rib",1.95,"Mouse_Pa","trial_2","ribose",1.95266666666667,0.00145296631451359
"562",10.75,"JV3_Rib",0.977,"Mouse_Pa","trial_2","ribose",1.01733333333333,0.0608833128022595
"563",10.75,"JV4_Rib",0.442,"Mouse_Pa","trial_2","ribose",0.451,0.0045092497528229
"564",10.75,"JV5_Rib",0.431,"Mouse_Pa","trial_2","ribose",0.456,0.0392810386828047
"565",11,"JV1_Rib",1.972,"Mouse_Pa","trial_2","ribose",1.97133333333333,0.00520683311727111
"566",11,"JV3_Rib",0.992,"Mouse_Pa","trial_2","ribose",1.03566666666667,0.0487522079272086
"567",11,"JV4_Rib",0.44,"Mouse_Pa","trial_2","ribose",0.455666666666667,0.00956265885852069
"568",11,"JV5_Rib",0.426,"Mouse_Pa","trial_2","ribose",0.466666666666667,0.0270883328718801
"569",11.25,"JV1_Rib",1.997,"Mouse_Pa","trial_2","ribose",2.016,0.021031722072463
"570",11.25,"JV3_Rib",1.007,"Mouse_Pa","trial_2","ribose",1.05433333333333,0.0503631258406828
"571",11.25,"JV4_Rib",0.442,"Mouse_Pa","trial_2","ribose",0.464,0.0151327459504216
"572",11.25,"JV5_Rib",0.429,"Mouse_Pa","trial_2","ribose",0.464666666666667,0.0263080046965009
"573",11.5,"JV1_Rib",2.032,"Mouse_Pa","trial_2","ribose",2.02866666666667,0.00333333333333341
"574",11.5,"JV3_Rib",1.043,"Mouse_Pa","trial_2","ribose",1.08633333333333,0.0557653815353018
"575",11.5,"JV4_Rib",0.444,"Mouse_Pa","trial_2","ribose",0.464,0.0157162336455017
"576",11.5,"JV5_Rib",0.428,"Mouse_Pa","trial_2","ribose",0.435,0.0322335229225724
"577",11.75,"JV1_Rib",2.059,"Mouse_Pa","trial_2","ribose",2.06166666666667,0.0121974496423547
"578",11.75,"JV3_Rib",1.05,"Mouse_Pa","trial_2","ribose",1.09566666666667,0.0533427075095035
"579",11.75,"JV4_Rib",0.445,"Mouse_Pa","trial_2","ribose",0.470333333333333,0.022878908287863
"580",11.75,"JV5_Rib",0.432,"Mouse_Pa","trial_2","ribose",0.418,0.0263502055652956
"581",12,"JV1_Rib",2.075,"Mouse_Pa","trial_2","ribose",2.08866666666667,0.0232546291687865
"582",12,"JV3_Rib",1.092,"Mouse_Pa","trial_2","ribose",1.12066666666667,0.0561317893691069
"583",12,"JV4_Rib",0.444,"Mouse_Pa","trial_2","ribose",0.472333333333333,0.0212785755580062
"584",12,"JV5_Rib",0.429,"Mouse_Pa","trial_2","ribose",0.421333333333333,0.0140988573217044
"585",12.25,"JV1_Rib",2.101,"Mouse_Pa","trial_2","ribose",2.10833333333333,0.0132203546767013
"586",12.25,"JV3_Rib",1.074,"Mouse_Pa","trial_2","ribose",1.12166666666667,0.0542965110399472
"587",12.25,"JV4_Rib",0.447,"Mouse_Pa","trial_2","ribose",0.475333333333333,0.0258736244937667
"588",12.25,"JV5_Rib",0.428,"Mouse_Pa","trial_2","ribose",0.427666666666667,0.0222286101929723
"589",12.5,"JV1_Rib",2.127,"Mouse_Pa","trial_2","ribose",2.131,0.00832666399786443
"590",12.5,"JV3_Rib",1.127,"Mouse_Pa","trial_2","ribose",1.15533333333333,0.0513560555771609
"591",12.5,"JV4_Rib",0.445,"Mouse_Pa","trial_2","ribose",0.479333333333333,0.0299462481419255
"592",12.5,"JV5_Rib",0.429,"Mouse_Pa","trial_2","ribose",0.422666666666667,0.0161898459261079
"593",12.75,"JV1_Rib",2.142,"Mouse_Pa","trial_2","ribose",2.15933333333333,0.0214579692525748
"594",12.75,"JV3_Rib",1.13,"Mouse_Pa","trial_2","ribose",1.16166666666667,0.0490996718703677
"595",12.75,"JV4_Rib",0.443,"Mouse_Pa","trial_2","ribose",0.477333333333333,0.0308994786004194
"596",12.75,"JV5_Rib",0.427,"Mouse_Pa","trial_2","ribose",0.427666666666667,0.0219418423211098
"597",13,"JV1_Rib",2.175,"Mouse_Pa","trial_2","ribose",2.17166666666667,0.0168259059521652
"598",13,"JV3_Rib",1.15,"Mouse_Pa","trial_2","ribose",1.178,0.0493693562175297
"599",13,"JV4_Rib",0.428,"Mouse_Pa","trial_2","ribose",0.473,0.035028559776274
"600",13,"JV5_Rib",0.418,"Mouse_Pa","trial_2","ribose",0.417,0.0135769412362775
"601",13.25,"JV1_Rib",2.191,"Mouse_Pa","trial_2","ribose",2.2,0.0243789526709688
"602",13.25,"JV3_Rib",1.158,"Mouse_Pa","trial_2","ribose",1.194,0.0458293937700831
"603",13.25,"JV4_Rib",0.445,"Mouse_Pa","trial_2","ribose",0.476666666666667,0.0388772998605156
"604",13.25,"JV5_Rib",0.431,"Mouse_Pa","trial_2","ribose",0.430666666666667,0.0187646239267168
"605",13.5,"JV1_Rib",2.206,"Mouse_Pa","trial_2","ribose",2.20633333333333,0.0222286101929723
"606",13.5,"JV3_Rib",1.169,"Mouse_Pa","trial_2","ribose",1.20466666666667,0.0460301833341752
"607",13.5,"JV4_Rib",0.439,"Mouse_Pa","trial_2","ribose",0.464666666666667,0.0399346688702658
"608",13.5,"JV5_Rib",0.429,"Mouse_Pa","trial_2","ribose",0.429,0.013856406460551
"609",13.75,"JV1_Rib",2.226,"Mouse_Pa","trial_2","ribose",2.23233333333333,0.0195987527947855
"610",13.75,"JV3_Rib",1.169,"Mouse_Pa","trial_2","ribose",1.20266666666667,0.033167922924282
"611",13.75,"JV4_Rib",0.445,"Mouse_Pa","trial_2","ribose",0.468666666666667,0.0603499056429346
"612",13.75,"JV5_Rib",0.433,"Mouse_Pa","trial_2","ribose",0.432333333333333,0.00982061324177083
"613",14,"JV1_Rib",2.25,"Mouse_Pa","trial_2","ribose",2.25466666666667,0.0226372357951328
"614",14,"JV3_Rib",1.156,"Mouse_Pa","trial_2","ribose",1.202,0.0435239397726508
"615",14,"JV4_Rib",0.416,"Mouse_Pa","trial_2","ribose",0.463,0.0520800665642176
"616",14,"JV5_Rib",0.409,"Mouse_Pa","trial_2","ribose",0.43,0.0121243556529822
"617",14.25,"JV1_Rib",2.257,"Mouse_Pa","trial_2","ribose",2.26533333333333,0.0226151375066446
"618",14.25,"JV3_Rib",1.171,"Mouse_Pa","trial_2","ribose",1.211,0.0390042732701602
"619",14.25,"JV4_Rib",0.456,"Mouse_Pa","trial_2","ribose",0.484333333333333,0.0580469158908933
"620",14.25,"JV5_Rib",0.437,"Mouse_Pa","trial_2","ribose",0.455,0.0101159939369957
"621",14.5,"JV1_Rib",2.285,"Mouse_Pa","trial_2","ribose",2.28866666666667,0.0211528826509401
"622",14.5,"JV3_Rib",1.181,"Mouse_Pa","trial_2","ribose",1.202,0.0425949918808929
"623",14.5,"JV4_Rib",0.405,"Mouse_Pa","trial_2","ribose",0.461666666666667,0.0622477130325105
"624",14.5,"JV5_Rib",0.393,"Mouse_Pa","trial_2","ribose",0.425333333333333,0.0172658944486265
"625",14.75,"JV1_Rib",2.292,"Mouse_Pa","trial_2","ribose",2.303,0.0274043792120894
"626",14.75,"JV3_Rib",1.179,"Mouse_Pa","trial_2","ribose",1.2,0.0315330514434194
"627",14.75,"JV4_Rib",0.404,"Mouse_Pa","trial_2","ribose",0.469333333333333,0.0693717842097523
"628",14.75,"JV5_Rib",0.384,"Mouse_Pa","trial_2","ribose",0.419,0.019157244060668
"629",15,"JV1_Rib",2.311,"Mouse_Pa","trial_2","ribose",2.322,0.0223383079036887
"630",15,"JV3_Rib",1.132,"Mouse_Pa","trial_2","ribose",1.17233333333333,0.0317612622195306
"631",15,"JV4_Rib",0.394,"Mouse_Pa","trial_2","ribose",0.461666666666667,0.0727239835114784
"632",15,"JV5_Rib",0.383,"Mouse_Pa","trial_2","ribose",0.432,0.0267270150472015
"633",15.25,"JV1_Rib",2.322,"Mouse_Pa","trial_2","ribose",2.339,0.022722969289539
"634",15.25,"JV3_Rib",1.106,"Mouse_Pa","trial_2","ribose",1.14533333333333,0.0307751703668901
"635",15.25,"JV4_Rib",0.411,"Mouse_Pa","trial_2","ribose",0.470333333333333,0.0727216917050507
"636",15.25,"JV5_Rib",0.378,"Mouse_Pa","trial_2","ribose",0.438333333333333,0.0303333333333333
"637",15.5,"JV1_Rib",2.354,"Mouse_Pa","trial_2","ribose",2.35366666666667,0.0256926275633908
"638",15.5,"JV3_Rib",1.121,"Mouse_Pa","trial_2","ribose",1.134,0.0065064070986477
"639",15.5,"JV4_Rib",0.399,"Mouse_Pa","trial_2","ribose",0.469,0.0776208734813001
"640",15.5,"JV5_Rib",0.366,"Mouse_Pa","trial_2","ribose",0.434666666666667,0.0354087245997053
"641",15.75,"JV1_Rib",2.365,"Mouse_Pa","trial_2","ribose",2.36933333333333,0.02175877856049
"642",15.75,"JV3_Rib",1.078,"Mouse_Pa","trial_2","ribose",1.09433333333333,0.0112891294812508
"643",15.75,"JV4_Rib",0.389,"Mouse_Pa","trial_2","ribose",0.465666666666667,0.0827392154771713
"644",15.75,"JV5_Rib",0.355,"Mouse_Pa","trial_2","ribose",0.437,0.0425949918808929
"645",16,"JV1_Rib",2.374,"Mouse_Pa","trial_2","ribose",2.381,0.0247857485933617
"646",16,"JV3_Rib",1.044,"Mouse_Pa","trial_2","ribose",1.041,0.0240069434400411
"647",16,"JV4_Rib",0.38,"Mouse_Pa","trial_2","ribose",0.466333333333333,0.0843412381012067
"648",16,"JV5_Rib",0.366,"Mouse_Pa","trial_2","ribose",0.450666666666667,0.0441977877777208
"649",16.25,"JV1_Rib",2.39,"Mouse_Pa","trial_2","ribose",2.402,0.0216333076527839
"650",16.25,"JV3_Rib",0.978,"Mouse_Pa","trial_2","ribose",0.977333333333333,0.0450345546343151
"651",16.25,"JV4_Rib",0.377,"Mouse_Pa","trial_2","ribose",0.474333333333333,0.0889687835391967
"652",16.25,"JV5_Rib",0.358,"Mouse_Pa","trial_2","ribose",0.456333333333333,0.0513235921493334
"653",16.5,"JV1_Rib",2.406,"Mouse_Pa","trial_2","ribose",2.41333333333333,0.0222436008276038
"654",16.5,"JV3_Rib",0.902,"Mouse_Pa","trial_2","ribose",0.895333333333333,0.0664789022505971
"655",16.5,"JV4_Rib",0.379,"Mouse_Pa","trial_2","ribose",0.470666666666667,0.0862251574529022
"656",16.5,"JV5_Rib",0.361,"Mouse_Pa","trial_2","ribose",0.454666666666667,0.0518405675551922
"657",16.75,"JV1_Rib",2.42,"Mouse_Pa","trial_2","ribose",2.43533333333333,0.0232402906847378
"658",16.75,"JV3_Rib",0.771,"Mouse_Pa","trial_2","ribose",0.818666666666667,0.0675631391942217
"659",16.75,"JV4_Rib",0.375,"Mouse_Pa","trial_2","ribose",0.468333333333333,0.0844932607437487
"660",16.75,"JV5_Rib",0.352,"Mouse_Pa","trial_2","ribose",0.461666666666667,0.0583390473391917
"661",17,"JV1_Rib",2.428,"Mouse_Pa","trial_2","ribose",2.442,0.0257940561628708
"662",17,"JV3_Rib",0.641,"Mouse_Pa","trial_2","ribose",0.703333333333333,0.0815359498081129
"663",17,"JV4_Rib",0.37,"Mouse_Pa","trial_2","ribose",0.471666666666667,0.0861632816872194
"664",17,"JV5_Rib",0.358,"Mouse_Pa","trial_2","ribose",0.463,0.0581979381078059
"665",17.25,"JV1_Rib",2.447,"Mouse_Pa","trial_2","ribose",2.46733333333333,0.019341952101872
"666",17.25,"JV3_Rib",0.557,"Mouse_Pa","trial_2","ribose",0.612333333333333,0.0810767811672642
"667",17.25,"JV4_Rib",0.365,"Mouse_Pa","trial_2","ribose",0.465,0.0868504461704141
"668",17.25,"JV5_Rib",0.359,"Mouse_Pa","trial_2","ribose",0.472,0.0609289203361863
"669",17.5,"JV1_Rib",2.467,"Mouse_Pa","trial_2","ribose",2.47833333333333,0.0193247107208477
"670",17.5,"JV3_Rib",0.564,"Mouse_Pa","trial_2","ribose",0.612,0.0598693020949245
"671",17.5,"JV4_Rib",0.365,"Mouse_Pa","trial_2","ribose",0.462333333333333,0.0827875460306548
"672",17.5,"JV5_Rib",0.353,"Mouse_Pa","trial_2","ribose",0.464333333333333,0.0621834204412863
"673",17.75,"JV1_Rib",2.466,"Mouse_Pa","trial_2","ribose",2.49533333333333,0.0218276073916597
"674",17.75,"JV3_Rib",0.548,"Mouse_Pa","trial_2","ribose",0.521333333333333,0.0133832399332565
"675",17.75,"JV4_Rib",0.366,"Mouse_Pa","trial_2","ribose",0.465,0.0839781717670332
"676",17.75,"JV5_Rib",0.358,"Mouse_Pa","trial_2","ribose",0.467666666666667,0.0605539245448037
"677",18,"JV1_Rib",2.482,"Mouse_Pa","trial_2","ribose",2.51366666666667,0.0224227067451228
"678",18,"JV3_Rib",0.528,"Mouse_Pa","trial_2","ribose",0.5,0.0170977581376429
"679",18,"JV4_Rib",0.37,"Mouse_Pa","trial_2","ribose",0.464333333333333,0.0793396356040143
"680",18,"JV5_Rib",0.357,"Mouse_Pa","trial_2","ribose",0.468,0.0626923706150384
"681",18.25,"JV1_Rib",2.498,"Mouse_Pa","trial_2","ribose",2.529,0.0247857485933616
"682",18.25,"JV3_Rib",0.52,"Mouse_Pa","trial_2","ribose",0.491666666666667,0.0149925907626994
"683",18.25,"JV4_Rib",0.373,"Mouse_Pa","trial_2","ribose",0.467666666666667,0.0796708506572162
"684",18.25,"JV5_Rib",0.362,"Mouse_Pa","trial_2","ribose",0.476666666666667,0.062477551524083
"685",18.5,"JV1_Rib",2.507,"Mouse_Pa","trial_2","ribose",2.538,0.0300055550412475
"686",18.5,"JV3_Rib",0.534,"Mouse_Pa","trial_2","ribose",0.505,0.0159478316185409
"687",18.5,"JV4_Rib",0.384,"Mouse_Pa","trial_2","ribose",0.473333333333333,0.0824324639393432
"688",18.5,"JV5_Rib",0.37,"Mouse_Pa","trial_2","ribose",0.480666666666667,0.0613767961945808
"689",18.75,"JV1_Rib",2.525,"Mouse_Pa","trial_2","ribose",2.564,0.0300055550412476
"690",18.75,"JV3_Rib",0.52,"Mouse_Pa","trial_2","ribose",0.503,0.0160104132780305
"691",18.75,"JV4_Rib",0.373,"Mouse_Pa","trial_2","ribose",0.473666666666667,0.0847040599840278
"692",18.75,"JV5_Rib",0.365,"Mouse_Pa","trial_2","ribose",0.476666666666667,0.0638078713361012
"693",19,"JV1_Rib",2.543,"Mouse_Pa","trial_2","ribose",2.58166666666667,0.0333183299568138
"694",19,"JV3_Rib",0.497,"Mouse_Pa","trial_2","ribose",0.502666666666667,0.00775313556640868
"695",19,"JV4_Rib",0.379,"Mouse_Pa","trial_2","ribose",0.478333333333333,0.0871327212424306
"696",19,"JV5_Rib",0.375,"Mouse_Pa","trial_2","ribose",0.487666666666667,0.0617962602248532
"697",19.25,"JV1_Rib",2.551,"Mouse_Pa","trial_2","ribose",2.58966666666667,0.0337902023932645
"698",19.25,"JV3_Rib",0.522,"Mouse_Pa","trial_2","ribose",0.512333333333333,0.00821245666316995
"699",19.25,"JV4_Rib",0.389,"Mouse_Pa","trial_2","ribose",0.482666666666667,0.0814868769257425
"700",19.25,"JV5_Rib",0.378,"Mouse_Pa","trial_2","ribose",0.494666666666667,0.0617341972581738
"701",19.5,"JV1_Rib",2.577,"Mouse_Pa","trial_2","ribose",2.61666666666667,0.0289386323872509
"702",19.5,"JV3_Rib",0.504,"Mouse_Pa","trial_2","ribose",0.499333333333333,0.00466666666666667
"703",19.5,"JV4_Rib",0.39,"Mouse_Pa","trial_2","ribose",0.488666666666667,0.0841136796907085
"704",19.5,"JV5_Rib",0.374,"Mouse_Pa","trial_2","ribose",0.486666666666667,0.0608833128022595
"705",19.75,"JV1_Rib",2.598,"Mouse_Pa","trial_2","ribose",2.63066666666667,0.0250953736329584
"706",19.75,"JV3_Rib",0.513,"Mouse_Pa","trial_2","ribose",0.51,0.00680685928555405
"707",19.75,"JV4_Rib",0.385,"Mouse_Pa","trial_2","ribose",0.492,0.0828190799272728
"708",19.75,"JV5_Rib",0.375,"Mouse_Pa","trial_2","ribose",0.485666666666667,0.0611291892452188
"709",20,"JV1_Rib",2.617,"Mouse_Pa","trial_2","ribose",2.649,0.0253245598842968
"710",20,"JV3_Rib",0.513,"Mouse_Pa","trial_2","ribose",0.502,0.00700000000000001
"711",20,"JV4_Rib",0.387,"Mouse_Pa","trial_2","ribose",0.487,0.0803761987987323
"712",20,"JV5_Rib",0.375,"Mouse_Pa","trial_2","ribose",0.494,0.0623885673287449
"713",20.25,"JV1_Rib",2.64,"Mouse_Pa","trial_2","ribose",2.668,0.0218250620464944
"714",20.25,"JV3_Rib",0.51,"Mouse_Pa","trial_2","ribose",0.505666666666667,0.00384418753155694
"715",20.25,"JV4_Rib",0.389,"Mouse_Pa","trial_2","ribose",0.497666666666667,0.0894153852036165
"716",20.25,"JV5_Rib",0.378,"Mouse_Pa","trial_2","ribose",0.492666666666667,0.061809743927996
"717",20.5,"JV1_Rib",2.651,"Mouse_Pa","trial_2","ribose",2.67833333333333,0.0220630409911639
"718",20.5,"JV3_Rib",0.502,"Mouse_Pa","trial_2","ribose",0.51,0.0100664459136943
"719",20.5,"JV4_Rib",0.387,"Mouse_Pa","trial_2","ribose",0.497,0.0889119414552024
"720",20.5,"JV5_Rib",0.376,"Mouse_Pa","trial_2","ribose",0.495,0.0635164020811423
"721",20.75,"JV1_Rib",2.668,"Mouse_Pa","trial_2","ribose",2.69133333333333,0.0181138375589246
"722",20.75,"JV3_Rib",0.517,"Mouse_Pa","trial_2","ribose",0.519666666666667,0.0127714960404454
"723",20.75,"JV4_Rib",0.39,"Mouse_Pa","trial_2","ribose",0.502666666666667,0.0884012317661795
"724",20.75,"JV5_Rib",0.38,"Mouse_Pa","trial_2","ribose",0.493,0.0611473629848418
"725",21,"JV1_Rib",2.682,"Mouse_Pa","trial_2","ribose",2.706,0.0187705443004014
"726",21,"JV3_Rib",0.523,"Mouse_Pa","trial_2","ribose",0.524666666666667,0.0112891294812507
"727",21,"JV4_Rib",0.389,"Mouse_Pa","trial_2","ribose",0.506,0.0953886785735079
"728",21,"JV5_Rib",0.374,"Mouse_Pa","trial_2","ribose",0.496,0.0629603049547888
"729",21.25,"JV1_Rib",2.697,"Mouse_Pa","trial_2","ribose",2.71966666666667,0.0188089813062212
"730",21.25,"JV3_Rib",0.512,"Mouse_Pa","trial_2","ribose",0.514,0.0138924439894498
"731",21.25,"JV4_Rib",0.39,"Mouse_Pa","trial_2","ribose",0.514,0.103248890228096
"732",21.25,"JV5_Rib",0.376,"Mouse_Pa","trial_2","ribose",0.498,0.0634113554499508
"733",21.5,"JV1_Rib",2.704,"Mouse_Pa","trial_2","ribose",2.731,0.0195533458347499
"734",21.5,"JV3_Rib",0.511,"Mouse_Pa","trial_2","ribose",0.515666666666667,0.0134824989441045
"735",21.5,"JV4_Rib",0.4,"Mouse_Pa","trial_2","ribose",0.516,0.10089763789769
"736",21.5,"JV5_Rib",0.385,"Mouse_Pa","trial_2","ribose",0.495,0.0585946527708231
"737",21.75,"JV1_Rib",2.716,"Mouse_Pa","trial_2","ribose",2.741,0.017616280348965
"738",21.75,"JV3_Rib",0.513,"Mouse_Pa","trial_2","ribose",0.518,0.0149331845230681
"739",21.75,"JV4_Rib",0.403,"Mouse_Pa","trial_2","ribose",0.517,0.100801785698469
"740",21.75,"JV5_Rib",0.384,"Mouse_Pa","trial_2","ribose",0.499,0.0599694366601299
"741",22,"JV1_Rib",2.729,"Mouse_Pa","trial_2","ribose",2.753,0.0196723155729059
"742",22,"JV3_Rib",0.515,"Mouse_Pa","trial_2","ribose",0.521666666666667,0.0148136573621927
"743",22,"JV4_Rib",0.399,"Mouse_Pa","trial_2","ribose",0.53,0.116322826650662
"744",22,"JV5_Rib",0.382,"Mouse_Pa","trial_2","ribose",0.498666666666667,0.0610173017357463
"745",22.25,"JV1_Rib",2.742,"Mouse_Pa","trial_2","ribose",2.76233333333333,0.0188532343231723
"746",22.25,"JV3_Rib",0.517,"Mouse_Pa","trial_2","ribose",0.510666666666667,0.0111405166447123
"747",22.25,"JV4_Rib",0.409,"Mouse_Pa","trial_2","ribose",0.537666666666667,0.110683231691968
"748",22.25,"JV5_Rib",0.387,"Mouse_Pa","trial_2","ribose",0.496,0.0570993286592175
"749",22.5,"JV1_Rib",2.75,"Mouse_Pa","trial_2","ribose",2.77366666666667,0.0221835775092998
"750",22.5,"JV3_Rib",0.533,"Mouse_Pa","trial_2","ribose",0.530333333333333,0.0116237305161085
"751",22.5,"JV4_Rib",0.416,"Mouse_Pa","trial_2","ribose",0.537333333333333,0.113427411932821
"752",22.5,"JV5_Rib",0.39,"Mouse_Pa","trial_2","ribose",0.501,0.0572741943054054
"753",22.75,"JV1_Rib",2.76,"Mouse_Pa","trial_2","ribose",2.782,0.0200333056017557
"754",22.75,"JV3_Rib",0.527,"Mouse_Pa","trial_2","ribose",0.519666666666667,0.0132203546767013
"755",22.75,"JV4_Rib",0.429,"Mouse_Pa","trial_2","ribose",0.553,0.117069779761189
"756",22.75,"JV5_Rib",0.399,"Mouse_Pa","trial_2","ribose",0.504333333333333,0.053917632654922
"757",23,"JV1_Rib",2.767,"Mouse_Pa","trial_2","ribose",2.79133333333333,0.0209311039152529
"758",23,"JV3_Rib",0.542,"Mouse_Pa","trial_2","ribose",0.532,0.013114877048604
"759",23,"JV4_Rib",0.428,"Mouse_Pa","trial_2","ribose",0.563666666666667,0.124828326557361
"760",23,"JV5_Rib",0.395,"Mouse_Pa","trial_2","ribose",0.503333333333333,0.0567812566883748
"761",23.25,"JV1_Rib",2.777,"Mouse_Pa","trial_2","ribose",2.80066666666667,0.0221835775092999
"762",23.25,"JV3_Rib",0.527,"Mouse_Pa","trial_2","ribose",0.529333333333333,0.0107445076408575
"763",23.25,"JV4_Rib",0.429,"Mouse_Pa","trial_2","ribose",0.571,0.131153853673208
"764",23.25,"JV5_Rib",0.398,"Mouse_Pa","trial_2","ribose",0.501666666666667,0.0542104950888458
"765",23.5,"JV1_Rib",2.788,"Mouse_Pa","trial_2","ribose",2.805,0.0243378991150292
"766",23.5,"JV3_Rib",0.524,"Mouse_Pa","trial_2","ribose",0.532333333333333,0.0147459975737298
"767",23.5,"JV4_Rib",0.435,"Mouse_Pa","trial_2","ribose",0.576666666666667,0.133746443358734
"768",23.5,"JV5_Rib",0.397,"Mouse_Pa","trial_2","ribose",0.505,0.0552207690396768
"769",23.75,"JV1_Rib",2.794,"Mouse_Pa","trial_2","ribose",2.821,0.0231156512634477
"770",23.75,"JV3_Rib",0.549,"Mouse_Pa","trial_2","ribose",0.540666666666667,0.0130936795609349
