"","Strain","Plate","Chemical","corr_OD595","trial","chem_mean"
"1966","JV531","PM1","Lactulose",0.151,"trial_3",0.232666666666667
"1967","JV531","PM1","Sucrose",0,"trial_3",0.0503333333333333
"1968","JV531","PM1","Uridine",0.963,"trial_3",0.811333333333333
"1969","JV531","PM1","L-Glutamine",0.315,"trial_3",0.308666666666667
"1970","JV531","PM1","m-Tartaric acid",0.351,"trial_3",0.352666666666667
"1971","JV531","PM1","D-Glucose-1-Phosphate",1.198,"trial_3",1.236
"1972","JV531","PM1","D-Fructose-6-Phosphate",1.562,"trial_3",1.557
"1973","JV531","PM1","Tween 80",0.064,"trial_3",0.112
"1974","JV531","PM1","a-Hydroxyglutaric acid-g-Lactone",0.053,"trial_3",0.0896666666666666
"1975","JV531","PM1","a-Hydroxybutyric acid",0.55,"trial_3",0.620666666666667
"1976","JV531","PM1","b-Methyl D-Glucoside",0.416,"trial_3",0.468333333333333
"1977","JV531","PM1","Adonitol",0.069,"trial_3",0.0876666666666667
"1978","JV531","PM1","Maltotriose",0.301,"trial_3",0.348333333333333
"1979","JV531","PM1","2`-Deoxyadenosine",1.04,"trial_3",1.18366666666667
"1980","JV531","PM1","Adenosine",1.143,"trial_3",1.18266666666667
"1981","JV531","PM1","Gly-Asp",0.666,"trial_3",0.892333333333333
"1982","JV531","PM1","Citric acid",0.061,"trial_3",0.0743333333333333
"1983","JV531","PM1","m-Inositol",0.041,"trial_3",0.0456666666666667
"1984","JV531","PM1","D-Threonine",0.116,"trial_3",0.174
"1985","JV531","PM1","Fumaric acid",0.745,"trial_3",0.925
"1986","JV531","PM1","Bromosuccinic acid",0.651,"trial_3",0.826333333333333
"1987","JV531","PM1","Propionic acid",0.256,"trial_3",0.312333333333333
"1988","JV531","PM1","Mucic acid",1.267,"trial_3",1.27533333333333
"1989","JV531","PM1","Glycolic acid",0.424,"trial_3",0.628
"1990","JV531","PM1","Glyoxylic acid",0.236,"trial_3",0.322333333333333
"1991","JV531","PM1","D-Cellobiose",0.127,"trial_3",0.140666666666667
"1992","JV531","PM1","Inosine",1.398,"trial_3",1.01933333333333
"1993","JV531","PM1","Gly-Glu",0.714,"trial_3",0.941333333333333
"1994","JV531","PM1","Tricarballylic acid",0.036,"trial_3",0.0453333333333333
"1995","JV531","PM1","L-Serine",0.681,"trial_3",0.692333333333333
"1996","JV531","PM1","L-Threonine",0.543,"trial_3",0.544333333333333
"1997","JV531","PM1","L-Alanine",0.599,"trial_3",0.655666666666667
"1998","JV531","PM1","Ala-Gly",0.666,"trial_3",0.751333333333333
"1999","JV531","PM1","Acetoacetic acid",0.325,"trial_3",0.368333333333333
"2000","JV531","PM1","N-Acetyl-D-Mannosamine",0.687,"trial_3",0.718666666666667
"2001","JV531","PM1","Mono-methyl Succinate",0.334,"trial_3",0.409333333333333
"2002","JV531","PM1","Methyl Pyruvate",0.89,"trial_3",0.881666666666667
"2003","JV531","PM1","D-Malic acid",0.466,"trial_3",0.759
"2004","JV531","PM1","L-Malic acid",0.878,"trial_3",0.912
"2005","JV531","PM1","Gly-Pro",0.778,"trial_3",0.968666666666667
"2006","JV531","PM1","p-Hydroxyphenyl Acetic acid",0.026,"trial_3",0.0276666666666667
"2007","JV531","PM1","m-Hydroxyphenyl Acetic acid",0.047,"trial_3",0.0316666666666667
"2008","JV531","PM1","Tyramine",0.053,"trial_3",0.075
"2009","JV531","PM1","D-Psicose",0.223,"trial_3",0.194666666666667
"2010","JV531","PM1","L-Lyxose",0.245,"trial_3",0.178
"2011","JV531","PM1","Glucuronamide",0.177,"trial_3",0.141333333333333
"2012","JV531","PM1","Pyruvic acid",0.951,"trial_3",0.842
"2013","JV531","PM1","L-Galactonic acid-g-Lactone",1.101,"trial_3",1.11666666666667
"2014","JV531","PM1","D-Galacturonic acid",1.557,"trial_3",1.47866666666667
"2015","JV531","PM1","b-Phenylethylamine",0.105,"trial_3",0.0826666666666667
"2016","JV531","PM1","Ethanolamine",0.036,"trial_3",0.0276666666666667
"2017","JV1","PM2","Negative Control",0,"trial_1",0
"2018","JV1","PM2","Chondroitin Sulfate C",0.007,"trial_1",0.00733333333333333
"2019","JV1","PM2","a-Cyclodextrin",0.024,"trial_1",0.0266666666666667
"2020","JV1","PM2","b-Cyclodextrin",0.026,"trial_1",0.0186666666666667
"2021","JV1","PM2","g-Cyclodextrin",0.054,"trial_1",0.0373333333333333
"2022","JV1","PM2","Dextrin",1.915,"trial_1",1.83
"2023","JV1","PM2","Gelatin",0.044,"trial_1",0.0333333333333333
"2024","JV1","PM2","Glycogen",0.086,"trial_1",0.066
"2025","JV1","PM2","Inulin",0.173,"trial_1",0.170333333333333
"2026","JV1","PM2","Laminarin",0.479,"trial_1",0.363666666666667
"2027","JV1","PM2","Mannan",0,"trial_1",0
"2028","JV1","PM2","Pectin",2.247,"trial_1",2.12
"2029","JV1","PM2","N-Acetyl-D-Galactosamine",0,"trial_1",0.0246666666666667
"2030","JV1","PM2","N-Acetyl-Neuraminic acid",0.33,"trial_1",0.140333333333333
"2031","JV1","PM2","b-D-Allose",0.849,"trial_1",0.758333333333333
"2032","JV1","PM2","Amygdalin",0.197,"trial_1",0.107333333333333
"2033","JV1","PM2","D-Arabinose",0.492,"trial_1",0.455333333333333
"2034","JV1","PM2","D-Arabitol",4.226,"trial_1",3.53533333333333
"2035","JV1","PM2","L-Arabitol",0.041,"trial_1",0.073
"2036","JV1","PM2","Arbutin",4.889,"trial_1",4.19033333333333
"2037","JV1","PM2","2-Deoxy-D-Ribose",0.358,"trial_1",0.365333333333333
"2038","JV1","PM2","i-Erythritol",0.068,"trial_1",0.04
"2039","JV1","PM2","D-Fucose",0.538,"trial_1",0.429333333333333
"2040","JV1","PM2","3-O-b-D-Galactopyranosyl-D-Arabinose",2.668,"trial_1",2.189
"2041","JV1","PM2","Gentiobiose",6.508,"trial_1",4.789
"2042","JV1","PM2","L-Glucose",1.602,"trial_1",0.561333333333333
"2043","JV1","PM2","D-Lactitol",1.713,"trial_1",1.729
"2044","JV1","PM2","D-Melezitose",0.445,"trial_1",0.304666666666667
"2045","JV1","PM2","Maltitol",3.808,"trial_1",3.236
"2046","JV1","PM2","a-Methyl D-Glucoside",1.609,"trial_1",1.43633333333333
"2047","JV1","PM2","b-Methyl D-Galactoside",3.806,"trial_1",3.13566666666667
"2048","JV1","PM2","3-O-Methyl-D-Glucose",0.192,"trial_1",0.140333333333333
"2049","JV1","PM2","b-Methyl-D-Glucuronic acid",0.018,"trial_1",0.0253333333333333
"2050","JV1","PM2","a-Methyl D-Mannoside",0.029,"trial_1",0.034
"2051","JV1","PM2","b-Methyl D-Xyloside",0.08,"trial_1",0.0533333333333333
"2052","JV1","PM2","Palatinose",4.493,"trial_1",3.83633333333333
"2053","JV1","PM2","D-Raffinose",6.119,"trial_1",4.855
"2054","JV1","PM2","Salicin",2.763,"trial_1",2.23433333333333
"2055","JV1","PM2","Sedoheptulosan",0.068,"trial_1",0.048
"2056","JV1","PM2","L-Sorbose",5.134,"trial_1",4.125
"2057","JV1","PM2","Stachyose",5.153,"trial_1",4.196
"2058","JV1","PM2","D-Tagatose",1.251,"trial_1",0.604666666666667
"2059","JV1","PM2","Turanose",1.307,"trial_1",0.899
"2060","JV1","PM2","Xylitol",0.046,"trial_1",0.077
"2061","JV1","PM2","N-Acetyl-D-Glucosaminitol",0.023,"trial_1",0.031
"2062","JV1","PM2","g-Amino-n-Butyric acid",0.386,"trial_1",1.11633333333333
"2063","JV1","PM2","d-Amino-n-Valeric acid",0.305,"trial_1",0.226
"2064","JV1","PM2","Butyric acid",0.091,"trial_1",0.0613333333333333
"2065","JV1","PM2","Capric acid",0,"trial_1",0.0196666666666667
"2066","JV1","PM2","Caproic acid",0,"trial_1",0
"2067","JV1","PM2","Citraconic acid",0.071,"trial_1",0.05
"2068","JV1","PM2","Citramalic acid",0.002,"trial_1",0.0153333333333333
"2069","JV1","PM2","D-Glucosamine",4.082,"trial_1",3.45333333333333
"2070","JV1","PM2","2-Hydroxybenzoic acid",0,"trial_1",0
"2071","JV1","PM2","4-Hydroxybenzoic acid",1.209,"trial_1",0.958
"2072","JV1","PM2","b-Hydroxybutyric acid",1.743,"trial_1",1.62933333333333
"2073","JV1","PM2","g-Hydroxybutyric acid",0.007,"trial_1",0.0183333333333333
"2074","JV1","PM2","a-Ketovaleric acid",0.066,"trial_1",0.053
"2075","JV1","PM2","Itaconic acid",0,"trial_1",0
"2076","JV1","PM2","5-Keto-D-Gluconic acid",0.625,"trial_1",0.679333333333333
"2077","JV1","PM2","D-Lactic acid Methyl Ester",1.385,"trial_1",0.599333333333333
"2078","JV1","PM2","Malonic acid",1.693,"trial_1",1.56066666666667
"2079","JV1","PM2","Melibionic acid",2.652,"trial_1",2.273
"2080","JV1","PM2","Oxalic acid",0.056,"trial_1",0.0323333333333333
"2081","JV1","PM2","Oxalomalic acid",0.148,"trial_1",0.121666666666667
"2082","JV1","PM2","Quinic acid",1.539,"trial_1",1.514
"2083","JV1","PM2","D-Ribono-1,4-Lactone",0.018,"trial_1",0.033
"2084","JV1","PM2","Sebacic acid",0.017,"trial_1",0.0106666666666667
"2085","JV1","PM2","Sorbic acid",0.196,"trial_1",0.116666666666667
"2086","JV1","PM2","Succinamic acid",0.088,"trial_1",0.0816666666666667
"2087","JV1","PM2","D-Tartaric acid",0.031,"trial_1",0.0576666666666667
"2088","JV1","PM2","L-Tartaric acid",2.599,"trial_1",2.35833333333333
"2089","JV1","PM2","Acetamide",0,"trial_1",0.011
"2090","JV1","PM2","L-Alaninamide",0.703,"trial_1",0.393333333333333
"2091","JV1","PM2","N-Acetyl-L-Glutamic acid",0.027,"trial_1",0.0323333333333333
"2092","JV1","PM2","L-Arginine",1.996,"trial_1",1.873
"2093","JV1","PM2","Glycine",1.257,"trial_1",0.964666666666667
"2094","JV1","PM2","L-Histidine",2.264,"trial_1",2.16266666666667
"2095","JV1","PM2","L-Homoserine",0,"trial_1",0.0176666666666667
"2096","JV1","PM2","Hydroxy-L-Proline",0.006,"trial_1",0.023
"2097","JV1","PM2","L-Isoleucine",0.007,"trial_1",0.0316666666666667
"2098","JV1","PM2","L-Leucine",0.028,"trial_1",0.0596666666666667
"2099","JV1","PM2","L-Lysine",0.189,"trial_1",0.168
"2100","JV1","PM2","L-Methionine",0.012,"trial_1",0.049
"2101","JV1","PM2","L-Ornithine",1.495,"trial_1",1.31066666666667
"2102","JV1","PM2","L-Phenylalanine",1.174,"trial_1",0.76
"2103","JV1","PM2","L-Pyroglutamic acid",0.048,"trial_1",0.0426666666666667
"2104","JV1","PM2","L-Valine",0,"trial_1",0.012
"2105","JV1","PM2","DL-Carnitine",0.847,"trial_1",0.793666666666667
"2106","JV1","PM2","sec-Butylamine",0.024,"trial_1",0.0626666666666667
"2107","JV1","PM2","DL-Octopamine",1.554,"trial_1",1.55966666666667
"2108","JV1","PM2","Putrescine",1.642,"trial_1",1.53733333333333
"2109","JV1","PM2","Dihydroxyacetone",1.44,"trial_1",1.44566666666667
"2110","JV1","PM2","2,3-Butanediol",0.014,"trial_1",0.026
"2111","JV1","PM2","2,3-Butanedione",0.052,"trial_1",0.053
"2112","JV1","PM2","3-Hydroxy-2-butanone",0.015,"trial_1",0.0283333333333333
"2113","JV1","PM2","Negative Control",0,"trial_2",0
"2114","JV1","PM2","Chondroitin Sulfate C",0.015,"trial_2",0.00733333333333333
"2115","JV1","PM2","a-Cyclodextrin",0.041,"trial_2",0.0266666666666667
"2116","JV1","PM2","b-Cyclodextrin",0.025,"trial_2",0.0186666666666667
"2117","JV1","PM2","g-Cyclodextrin",0.027,"trial_2",0.0373333333333333
"2118","JV1","PM2","Dextrin",1.997,"trial_2",1.83
"2119","JV1","PM2","Gelatin",0.048,"trial_2",0.0333333333333333
"2120","JV1","PM2","Glycogen",0.084,"trial_2",0.066
"2121","JV1","PM2","Inulin",0.229,"trial_2",0.170333333333333
"2122","JV1","PM2","Laminarin",0.433,"trial_2",0.363666666666667
"2123","JV1","PM2","Mannan",0,"trial_2",0
"2124","JV1","PM2","Pectin",2.497,"trial_2",2.12
"2125","JV1","PM2","N-Acetyl-D-Galactosamine",0.031,"trial_2",0.0246666666666667
"2126","JV1","PM2","N-Acetyl-Neuraminic acid",0.088,"trial_2",0.140333333333333
"2127","JV1","PM2","b-D-Allose",0.899,"trial_2",0.758333333333333
"2128","JV1","PM2","Amygdalin",0.111,"trial_2",0.107333333333333
"2129","JV1","PM2","D-Arabinose",0.539,"trial_2",0.455333333333333
"2130","JV1","PM2","D-Arabitol",3.629,"trial_2",3.53533333333333
"2131","JV1","PM2","L-Arabitol",0.168,"trial_2",0.073
"2132","JV1","PM2","Arbutin",4.654,"trial_2",4.19033333333333
"2133","JV1","PM2","2-Deoxy-D-Ribose",0.47,"trial_2",0.365333333333333
"2134","JV1","PM2","i-Erythritol",0.052,"trial_2",0.04
"2135","JV1","PM2","D-Fucose",0.461,"trial_2",0.429333333333333
"2136","JV1","PM2","3-O-b-D-Galactopyranosyl-D-Arabinose",1.84,"trial_2",2.189
"2137","JV1","PM2","Gentiobiose",4.433,"trial_2",4.789
"2138","JV1","PM2","L-Glucose",0.059,"trial_2",0.561333333333333
"2139","JV1","PM2","D-Lactitol",1.948,"trial_2",1.729
"2140","JV1","PM2","D-Melezitose",0.309,"trial_2",0.304666666666667
"2141","JV1","PM2","Maltitol",3.474,"trial_2",3.236
"2142","JV1","PM2","a-Methyl D-Glucoside",1.558,"trial_2",1.43633333333333
"2143","JV1","PM2","b-Methyl D-Galactoside",3.537,"trial_2",3.13566666666667
"2144","JV1","PM2","3-O-Methyl-D-Glucose",0.148,"trial_2",0.140333333333333
"2145","JV1","PM2","b-Methyl-D-Glucuronic acid",0.051,"trial_2",0.0253333333333333
"2146","JV1","PM2","a-Methyl D-Mannoside",0.054,"trial_2",0.034
"2147","JV1","PM2","b-Methyl D-Xyloside",0.047,"trial_2",0.0533333333333333
"2148","JV1","PM2","Palatinose",4.113,"trial_2",3.83633333333333
"2149","JV1","PM2","D-Raffinose",4.85,"trial_2",4.855
"2150","JV1","PM2","Salicin",2.081,"trial_2",2.23433333333333
"2151","JV1","PM2","Sedoheptulosan",0.054,"trial_2",0.048
"2152","JV1","PM2","L-Sorbose",4.436,"trial_2",4.125
"2153","JV1","PM2","Stachyose",4.744,"trial_2",4.196
"2154","JV1","PM2","D-Tagatose",0.347,"trial_2",0.604666666666667
"2155","JV1","PM2","Turanose",0.9,"trial_2",0.899
"2156","JV1","PM2","Xylitol",0.152,"trial_2",0.077
"2157","JV1","PM2","N-Acetyl-D-Glucosaminitol",0.032,"trial_2",0.031
"2158","JV1","PM2","g-Amino-n-Butyric acid",1.668,"trial_2",1.11633333333333
"2159","JV1","PM2","d-Amino-n-Valeric acid",0.242,"trial_2",0.226
"2160","JV1","PM2","Butyric acid",0.041,"trial_2",0.0613333333333333
"2161","JV1","PM2","Capric acid",0.059,"trial_2",0.0196666666666667
"2162","JV1","PM2","Caproic acid",0,"trial_2",0
"2163","JV1","PM2","Citraconic acid",0.036,"trial_2",0.05
"2164","JV1","PM2","Citramalic acid",0.044,"trial_2",0.0153333333333333
"2165","JV1","PM2","D-Glucosamine",3.485,"trial_2",3.45333333333333
"2166","JV1","PM2","2-Hydroxybenzoic acid",0,"trial_2",0
"2167","JV1","PM2","4-Hydroxybenzoic acid",0.928,"trial_2",0.958
"2168","JV1","PM2","b-Hydroxybutyric acid",1.85,"trial_2",1.62933333333333
"2169","JV1","PM2","g-Hydroxybutyric acid",0.042,"trial_2",0.0183333333333333
"2170","JV1","PM2","a-Ketovaleric acid",0.029,"trial_2",0.053
"2171","JV1","PM2","Itaconic acid",0,"trial_2",0
"2172","JV1","PM2","5-Keto-D-Gluconic acid",0.766,"trial_2",0.679333333333333
"2173","JV1","PM2","D-Lactic acid Methyl Ester",0.315,"trial_2",0.599333333333333
"2174","JV1","PM2","Malonic acid",1.662,"trial_2",1.56066666666667
"2175","JV1","PM2","Melibionic acid",2.181,"trial_2",2.273
"2176","JV1","PM2","Oxalic acid",0.024,"trial_2",0.0323333333333333
"2177","JV1","PM2","Oxalomalic acid",0.16,"trial_2",0.121666666666667
"2178","JV1","PM2","Quinic acid",1.737,"trial_2",1.514
"2179","JV1","PM2","D-Ribono-1,4-Lactone",0.081,"trial_2",0.033
"2180","JV1","PM2","Sebacic acid",0.015,"trial_2",0.0106666666666667
"2181","JV1","PM2","Sorbic acid",0.096,"trial_2",0.116666666666667
"2182","JV1","PM2","Succinamic acid",0.099,"trial_2",0.0816666666666667
"2183","JV1","PM2","D-Tartaric acid",0.079,"trial_2",0.0576666666666667
"2184","JV1","PM2","L-Tartaric acid",2.386,"trial_2",2.35833333333333
"2185","JV1","PM2","Acetamide",0.029,"trial_2",0.011
"2186","JV1","PM2","L-Alaninamide",0.395,"trial_2",0.393333333333333
"2187","JV1","PM2","N-Acetyl-L-Glutamic acid",0.052,"trial_2",0.0323333333333333
"2188","JV1","PM2","L-Arginine",2.113,"trial_2",1.873
"2189","JV1","PM2","Glycine",1.132,"trial_2",0.964666666666667
"2190","JV1","PM2","L-Histidine",2.605,"trial_2",2.16266666666667
"2191","JV1","PM2","L-Homoserine",0.041,"trial_2",0.0176666666666667
"2192","JV1","PM2","Hydroxy-L-Proline",0.051,"trial_2",0.023
"2193","JV1","PM2","L-Isoleucine",0.05,"trial_2",0.0316666666666667
"2194","JV1","PM2","L-Leucine",0.058,"trial_2",0.0596666666666667
"2195","JV1","PM2","L-Lysine",0.158,"trial_2",0.168
"2196","JV1","PM2","L-Methionine",0.065,"trial_2",0.049
"2197","JV1","PM2","L-Ornithine",1.249,"trial_2",1.31066666666667
"2198","JV1","PM2","L-Phenylalanine",0.562,"trial_2",0.76
"2199","JV1","PM2","L-Pyroglutamic acid",0.061,"trial_2",0.0426666666666667
"2200","JV1","PM2","L-Valine",0.036,"trial_2",0.012
"2201","JV1","PM2","DL-Carnitine",0.809,"trial_2",0.793666666666667
"2202","JV1","PM2","sec-Butylamine",0.088,"trial_2",0.0626666666666667
"2203","JV1","PM2","DL-Octopamine",1.655,"trial_2",1.55966666666667
"2204","JV1","PM2","Putrescine",1.706,"trial_2",1.53733333333333
"2205","JV1","PM2","Dihydroxyacetone",1.525,"trial_2",1.44566666666667
"2206","JV1","PM2","2,3-Butanediol",0.032,"trial_2",0.026
"2207","JV1","PM2","2,3-Butanedione",0.052,"trial_2",0.053
"2208","JV1","PM2","3-Hydroxy-2-butanone",0.053,"trial_2",0.0283333333333333
"2209","JV1","PM2","Negative Control",0,"trial_3",0
"2210","JV1","PM2","Chondroitin Sulfate C",0,"trial_3",0.00733333333333333
"2211","JV1","PM2","a-Cyclodextrin",0.015,"trial_3",0.0266666666666667
"2212","JV1","PM2","b-Cyclodextrin",0.005,"trial_3",0.0186666666666667
"2213","JV1","PM2","g-Cyclodextrin",0.031,"trial_3",0.0373333333333333
"2214","JV1","PM2","Dextrin",1.578,"trial_3",1.83
"2215","JV1","PM2","Gelatin",0.008,"trial_3",0.0333333333333333
"2216","JV1","PM2","Glycogen",0.028,"trial_3",0.066
"2217","JV1","PM2","Inulin",0.109,"trial_3",0.170333333333333
"2218","JV1","PM2","Laminarin",0.179,"trial_3",0.363666666666667
"2219","JV1","PM2","Mannan",0,"trial_3",0
"2220","JV1","PM2","Pectin",1.616,"trial_3",2.12
"2221","JV1","PM2","N-Acetyl-D-Galactosamine",0.043,"trial_3",0.0246666666666667
"2222","JV1","PM2","N-Acetyl-Neuraminic acid",0.003,"trial_3",0.140333333333333
"2223","JV1","PM2","b-D-Allose",0.527,"trial_3",0.758333333333333
"2224","JV1","PM2","Amygdalin",0.014,"trial_3",0.107333333333333
"2225","JV1","PM2","D-Arabinose",0.335,"trial_3",0.455333333333333
"2226","JV1","PM2","D-Arabitol",2.751,"trial_3",3.53533333333333
"2227","JV1","PM2","L-Arabitol",0.01,"trial_3",0.073
"2228","JV1","PM2","Arbutin",3.028,"trial_3",4.19033333333333
"2229","JV1","PM2","2-Deoxy-D-Ribose",0.268,"trial_3",0.365333333333333
"2230","JV1","PM2","i-Erythritol",0,"trial_3",0.04
"2231","JV1","PM2","D-Fucose",0.289,"trial_3",0.429333333333333
"2232","JV1","PM2","3-O-b-D-Galactopyranosyl-D-Arabinose",2.059,"trial_3",2.189
"2233","JV1","PM2","Gentiobiose",3.426,"trial_3",4.789
"2234","JV1","PM2","L-Glucose",0.023,"trial_3",0.561333333333333
"2235","JV1","PM2","D-Lactitol",1.526,"trial_3",1.729
"2236","JV1","PM2","D-Melezitose",0.16,"trial_3",0.304666666666667
"2237","JV1","PM2","Maltitol",2.426,"trial_3",3.236
"2238","JV1","PM2","a-Methyl D-Glucoside",1.142,"trial_3",1.43633333333333
"2239","JV1","PM2","b-Methyl D-Galactoside",2.064,"trial_3",3.13566666666667
"2240","JV1","PM2","3-O-Methyl-D-Glucose",0.081,"trial_3",0.140333333333333
"2241","JV1","PM2","b-Methyl-D-Glucuronic acid",0.007,"trial_3",0.0253333333333333
"2242","JV1","PM2","a-Methyl D-Mannoside",0.019,"trial_3",0.034
"2243","JV1","PM2","b-Methyl D-Xyloside",0.033,"trial_3",0.0533333333333333
"2244","JV1","PM2","Palatinose",2.903,"trial_3",3.83633333333333
"2245","JV1","PM2","D-Raffinose",3.596,"trial_3",4.855
"2246","JV1","PM2","Salicin",1.859,"trial_3",2.23433333333333
"2247","JV1","PM2","Sedoheptulosan",0.022,"trial_3",0.048
"2248","JV1","PM2","L-Sorbose",2.805,"trial_3",4.125
"2249","JV1","PM2","Stachyose",2.691,"trial_3",4.196
"2250","JV1","PM2","D-Tagatose",0.216,"trial_3",0.604666666666667
"2251","JV1","PM2","Turanose",0.49,"trial_3",0.899
"2252","JV1","PM2","Xylitol",0.033,"trial_3",0.077
"2253","JV1","PM2","N-Acetyl-D-Glucosaminitol",0.038,"trial_3",0.031
"2254","JV1","PM2","g-Amino-n-Butyric acid",1.295,"trial_3",1.11633333333333
"2255","JV1","PM2","d-Amino-n-Valeric acid",0.131,"trial_3",0.226
"2256","JV1","PM2","Butyric acid",0.052,"trial_3",0.0613333333333333
"2257","JV1","PM2","Capric acid",0,"trial_3",0.0196666666666667
"2258","JV1","PM2","Caproic acid",0,"trial_3",0
"2259","JV1","PM2","Citraconic acid",0.043,"trial_3",0.05
"2260","JV1","PM2","Citramalic acid",0,"trial_3",0.0153333333333333
"2261","JV1","PM2","D-Glucosamine",2.793,"trial_3",3.45333333333333
"2262","JV1","PM2","2-Hydroxybenzoic acid",0,"trial_3",0
"2263","JV1","PM2","4-Hydroxybenzoic acid",0.737,"trial_3",0.958
"2264","JV1","PM2","b-Hydroxybutyric acid",1.295,"trial_3",1.62933333333333
"2265","JV1","PM2","g-Hydroxybutyric acid",0.006,"trial_3",0.0183333333333333
"2266","JV1","PM2","a-Ketovaleric acid",0.064,"trial_3",0.053
"2267","JV1","PM2","Itaconic acid",0,"trial_3",0
"2268","JV1","PM2","5-Keto-D-Gluconic acid",0.647,"trial_3",0.679333333333333
"2269","JV1","PM2","D-Lactic acid Methyl Ester",0.098,"trial_3",0.599333333333333
"2270","JV1","PM2","Malonic acid",1.327,"trial_3",1.56066666666667
"2271","JV1","PM2","Melibionic acid",1.986,"trial_3",2.273
"2272","JV1","PM2","Oxalic acid",0.017,"trial_3",0.0323333333333333
"2273","JV1","PM2","Oxalomalic acid",0.057,"trial_3",0.121666666666667
"2274","JV1","PM2","Quinic acid",1.266,"trial_3",1.514
"2275","JV1","PM2","D-Ribono-1,4-Lactone",0,"trial_3",0.033
"2276","JV1","PM2","Sebacic acid",0,"trial_3",0.0106666666666667
"2277","JV1","PM2","Sorbic acid",0.058,"trial_3",0.116666666666667
"2278","JV1","PM2","Succinamic acid",0.058,"trial_3",0.0816666666666667
"2279","JV1","PM2","D-Tartaric acid",0.063,"trial_3",0.0576666666666667
"2280","JV1","PM2","L-Tartaric acid",2.09,"trial_3",2.35833333333333
"2281","JV1","PM2","Acetamide",0.004,"trial_3",0.011
"2282","JV1","PM2","L-Alaninamide",0.082,"trial_3",0.393333333333333
"2283","JV1","PM2","N-Acetyl-L-Glutamic acid",0.018,"trial_3",0.0323333333333333
"2284","JV1","PM2","L-Arginine",1.51,"trial_3",1.873
"2285","JV1","PM2","Glycine",0.505,"trial_3",0.964666666666667
"2286","JV1","PM2","L-Histidine",1.619,"trial_3",2.16266666666667
"2287","JV1","PM2","L-Homoserine",0.012,"trial_3",0.0176666666666667
"2288","JV1","PM2","Hydroxy-L-Proline",0.012,"trial_3",0.023
"2289","JV1","PM2","L-Isoleucine",0.038,"trial_3",0.0316666666666667
"2290","JV1","PM2","L-Leucine",0.093,"trial_3",0.0596666666666667
"2291","JV1","PM2","L-Lysine",0.157,"trial_3",0.168
"2292","JV1","PM2","L-Methionine",0.07,"trial_3",0.049
"2293","JV1","PM2","L-Ornithine",1.188,"trial_3",1.31066666666667
"2294","JV1","PM2","L-Phenylalanine",0.544,"trial_3",0.76
"2295","JV1","PM2","L-Pyroglutamic acid",0.019,"trial_3",0.0426666666666667
"2296","JV1","PM2","L-Valine",0,"trial_3",0.012
"2297","JV1","PM2","DL-Carnitine",0.725,"trial_3",0.793666666666667
"2298","JV1","PM2","sec-Butylamine",0.076,"trial_3",0.0626666666666667
"2299","JV1","PM2","DL-Octopamine",1.47,"trial_3",1.55966666666667
"2300","JV1","PM2","Putrescine",1.264,"trial_3",1.53733333333333
"2301","JV1","PM2","Dihydroxyacetone",1.372,"trial_3",1.44566666666667
"2302","JV1","PM2","2,3-Butanediol",0.032,"trial_3",0.026
"2303","JV1","PM2","2,3-Butanedione",0.055,"trial_3",0.053
"2304","JV1","PM2","3-Hydroxy-2-butanone",0.017,"trial_3",0.0283333333333333
"2305","JV3","PM2","Negative Control",0,"trial_1",0
"2306","JV3","PM2","Chondroitin Sulfate C",0,"trial_1",0
"2307","JV3","PM2","a-Cyclodextrin",0.027,"trial_1",0.0253333333333333
"2308","JV3","PM2","b-Cyclodextrin",0.006,"trial_1",0.019
"2309","JV3","PM2","g-Cyclodextrin",0,"trial_1",0.006
"2310","JV3","PM2","Dextrin",0.058,"trial_1",0.0856666666666667
"2311","JV3","PM2","Gelatin",0.468,"trial_1",0.502666666666667
"2312","JV3","PM2","Glycogen",0.057,"trial_1",0.065
"2313","JV3","PM2","Inulin",0.106,"trial_1",0.108333333333333
"2314","JV3","PM2","Laminarin",0.115,"trial_1",0.133333333333333
"2315","JV3","PM2","Mannan",0.009,"trial_1",0.0103333333333333
"2316","JV3","PM2","Pectin",0.055,"trial_1",0.0463333333333333
"2317","JV3","PM2","N-Acetyl-D-Galactosamine",0,"trial_1",0
"2318","JV3","PM2","N-Acetyl-Neuraminic acid",0,"trial_1",0.0333333333333333
"2319","JV3","PM2","b-D-Allose",0.036,"trial_1",0.163333333333333
"2320","JV3","PM2","Amygdalin",0.031,"trial_1",0.0386666666666667
"2321","JV3","PM2","D-Arabinose",0.389,"trial_1",0.725
"2322","JV3","PM2","D-Arabitol",0,"trial_1",0.0253333333333333
"2323","JV3","PM2","L-Arabitol",0.034,"trial_1",0.0656666666666667
"2324","JV3","PM2","Arbutin",0.012,"trial_1",0.038
"2325","JV3","PM2","2-Deoxy-D-Ribose",0.605,"trial_1",0.897333333333333
"2326","JV3","PM2","i-Erythritol",0.029,"trial_1",0.049
"2327","JV3","PM2","D-Fucose",0.205,"trial_1",0.350666666666667
"2328","JV3","PM2","3-O-b-D-Galactopyranosyl-D-Arabinose",0.191,"trial_1",0.302333333333333
"2329","JV3","PM2","Gentiobiose",0,"trial_1",0
"2330","JV3","PM2","L-Glucose",0,"trial_1",0.008
"2331","JV3","PM2","D-Lactitol",0.025,"trial_1",0.0373333333333333
